reach,x,t,day_no,date_time,Qi,Qsite,Ci,PAR,Cobs,Temp,P
1,0,0,,04/08/2019 10:25,54.38791667,43.69125533,11.07,1.153588777,11.21,10.56,98.2
1,1,5,,04/08/2019 10:30,54.3925,43.95679259,10.67,1.167298661,11.19,10.85,98.2
1,2,10,,04/08/2019 10:35,54.39708333,44.22232985,11.12,1.181987822,11.2,10.79,98.2
1,3,15,,04/08/2019 10:40,54.40166667,44.48786712,11.13,1.196676983,11.22,10.88,98.2
1,4,20,,04/08/2019 10:45,54.40625,44.75340438,11.13,1.211366144,11.2,10.94,98.2
1,5,25,,04/08/2019 10:50,54.41083333,45.01894165,11.12,1.22409675,11.23,10.94,98.2
1,6,30,,04/08/2019 10:55,54.41541667,45.28447891,11.13,1.235848079,11.25,10.83,98.1
1,7,35,,04/08/2019 11:00,54.42,45.55001618,11.13,1.24662013,11.24,10.98,98.1
1,8,40,,04/08/2019 11:05,54.42625,45.74751511,11.14,1.260330014,11.24,11.03,98.1
1,9,45,,04/08/2019 11:10,54.4325,45.94501404,11.14,1.272081343,11.28,10.97,98.1
1,10,50,,04/08/2019 11:15,54.43875,46.14251297,11.11,1.284811949,11.27,11.05,98.1
1,11,55,,04/08/2019 11:20,54.445,46.3400119,11.11,1.296563278,11.27,11.06,98.1
1,12,60,,04/08/2019 11:25,54.45125,46.53751083,11.12,1.308314606,11.31,11.11,98.1
1,13,65,,04/08/2019 11:30,54.4575,46.73500976,11.13,1.31810738,11.27,11.24,98.1
1,14,70,,04/08/2019 11:35,54.46375,46.93250869,11.11,1.327900154,11.3,11.22,98.1
1,15,75,,04/08/2019 11:40,54.47,47.13000762,11.11,1.338672206,11.32,11.21,98.1
1,16,80,,04/08/2019 11:45,54.47625,47.32750655,11.11,1.34846498,11.31,11.32,98.1
1,17,85,,04/08/2019 11:50,54.4825,47.52500548,11.1,1.358257754,11.33,11.36,98.1
1,18,90,,04/08/2019 11:55,54.48875,47.72250441,11.12,1.36707125,11.31,11.41,98.1
1,19,95,,04/08/2019 12:00,54.495,47.92000334,11.09,1.375884747,11.31,11.47,98.1
1,20,100,,04/08/2019 12:05,54.387,48.06703115,11.11,1.380781134,11.33,11.47,98.1
1,21,105,,04/08/2019 12:10,54.279,48.21405896,11.09,1.385677521,11.33,11.52,98.1
1,22,110,,04/08/2019 12:15,54.171,48.36108676,11.09,1.390573908,11.34,11.65,98.1
1,23,115,,04/08/2019 12:20,54.063,48.50811457,11.08,1.396449572,11.33,11.7,98.1
1,24,120,,04/08/2019 12:25,53.955,48.65514237,11.11,1.403304514,11.34,11.69,98.1
1,25,125,,04/08/2019 12:30,53.847,48.80217018,11.09,1.408200901,11.33,11.78,98.1
1,26,130,,04/08/2019 12:35,53.739,48.94919799,11.09,1.417014398,11.35,11.75,98.1
1,27,135,,04/08/2019 12:40,53.631,49.09622579,11.09,1.432682836,11.34,11.93,98.1
1,28,140,,04/08/2019 12:45,53.523,49.2432536,11.09,1.420931507,11.36,11.84,98.1
1,29,145,,04/08/2019 12:50,53.415,49.39028141,11.07,1.430724281,11.37,11.84,98.1
1,30,150,,04/08/2019 12:55,53.307,49.53730921,11.08,1.425827894,11.33,12.07,98
1,31,155,,04/08/2019 13:00,53.199,49.68433702,11.1,1.453247662,11.31,12.11,98
1,32,160,,04/08/2019 13:05,53.07808333,49.76313679,11.08,1.236827356,11.33,12.15,98
1,33,165,,04/08/2019 13:10,52.95716667,49.84193655,11.06,0.945002691,11.33,12.25,98
1,34,170,,04/08/2019 13:15,52.83625,49.92073632,11.07,1.508087196,11.32,12.31,98
1,35,175,,04/08/2019 13:20,52.71533333,49.99953608,11.06,1.335734374,11.34,12.28,98
1,36,180,,04/08/2019 13:25,52.59441667,50.07833585,11.04,1.283832671,11.33,12.33,98
1,37,185,,04/08/2019 13:30,52.4735,50.15713561,11.04,1.458144049,11.31,12.53,98
1,38,190,,04/08/2019 13:35,52.35258333,50.23593537,11.03,1.354340644,11.32,12.56,98
1,39,195,,04/08/2019 13:40,52.23166667,50.31473514,11.03,0.653080098,11.32,12.61,98
1,40,200,,04/08/2019 13:45,52.11075,50.3935349,11.04,1.51396286,11.32,12.66,98
1,41,205,,04/08/2019 13:50,51.98983333,50.47233467,11.05,1.39351174,11.33,12.7,98
1,42,210,,04/08/2019 13:55,51.86891667,50.55113443,11.02,0.845116396,11.32,12.78,98
1,43,215,,04/08/2019 14:00,51.748,50.6299342,11.03,0.852950615,11.32,12.85,98
1,44,220,,04/08/2019 14:05,51.55516667,50.65503004,11.02,1.304397497,11.33,12.9,98
1,45,225,,04/08/2019 14:10,51.36233333,50.68012589,11.02,1.379801857,11.33,12.95,98
1,46,230,,04/08/2019 14:15,51.1695,50.70522173,11.03,1.392532463,11.32,13.07,98
1,47,235,,04/08/2019 14:20,50.97666667,50.73031758,11.01,1.304397497,11.32,13.12,98
1,48,240,,04/08/2019 14:25,50.78383333,50.75541342,11.02,1.309293884,11.32,13.15,98
1,49,245,,04/08/2019 14:30,50.591,50.78050926,11.02,1.302438942,11.33,13.24,98
1,50,250,,04/08/2019 14:35,50.39816667,50.80560511,11,1.168277938,11.34,13.24,98
1,51,255,,04/08/2019 14:40,50.20533333,50.83070095,11.02,1.163381551,11.32,13.31,98
1,52,260,,04/08/2019 14:45,50.0125,50.8557968,11.02,1.023344883,11.32,13.39,98
1,53,265,,04/08/2019 14:50,49.81966667,50.88089264,11.03,0.868619054,11.32,13.44,98
1,54,270,,04/08/2019 14:55,49.62683333,50.90598848,11.02,0.891142434,11.32,13.47,98
1,55,275,,04/08/2019 15:00,49.434,50.93108433,11.02,0.62830438,11.33,13.49,98
1,56,280,,04/08/2019 15:05,49.26458333,50.89748503,11.03,0.638782648,11.33,13.52,98
1,57,285,,04/08/2019 15:10,49.09516667,50.86388574,11.03,0.68764859,11.32,13.55,98
1,58,290,,04/08/2019 15:15,48.92575,50.83028644,11.02,0.718985467,11.33,13.64,98
1,59,295,,04/08/2019 15:20,48.75633333,50.79668715,11.02,0.636138599,11.33,13.66,98
1,60,300,,04/08/2019 15:25,48.58691667,50.76308785,11.02,0.596771648,11.32,13.69,98
1,61,305,,04/08/2019 15:30,48.4175,50.72948855,11.02,0.63741166,11.32,13.74,98
1,62,310,,04/08/2019 15:35,48.24808333,50.69588926,11.02,0.600884613,11.33,13.76,98
1,63,315,,04/08/2019 15:40,48.07866667,50.66228996,11.02,0.630165007,11.33,13.82,98
1,64,320,,04/08/2019 15:45,47.90925,50.62869067,11.02,0.629969151,11.33,13.84,98
1,65,325,,04/08/2019 15:50,47.73983333,50.59509137,11.03,0.757177286,11.34,13.85,98
1,66,330,,04/08/2019 15:55,47.57041667,50.56149208,11.02,0.665516921,11.32,13.92,98
1,67,335,,04/08/2019 16:00,47.401,50.52789278,11.02,0.584432752,11.33,13.93,98
1,68,340,,04/08/2019 16:05,47.72683333,50.45780011,11.01,0.38563944,11.33,13.97,98
1,69,345,,04/08/2019 16:10,48.05266667,50.38770743,11.01,0.348035188,11.32,14.04,98
1,70,350,,04/08/2019 16:15,48.3785,50.31761476,11.01,0.333248099,11.33,14.01,98
1,71,355,,04/08/2019 16:20,48.70433333,50.24752208,11.02,0.322965687,11.33,14.06,98
1,72,360,,04/08/2019 16:25,49.03016667,50.17742941,11,0.316404528,11.33,14.07,98
1,73,365,,04/08/2019 16:30,49.356,50.10733673,11.03,0.3163066,11.33,14.08,98
1,74,370,,04/08/2019 16:35,49.68183333,50.03724406,11.01,0.321790554,11.31,14.16,98
1,75,375,,04/08/2019 16:40,50.00766667,49.96715138,11,0.309157875,11.32,14.22,98
1,76,380,,04/08/2019 16:45,50.3335,49.89705871,10.99,0.294860425,11.34,14.15,98
1,77,385,,04/08/2019 16:50,50.65933333,49.82696603,10.99,0.288299267,11.33,14.23,98
1,78,390,,04/08/2019 16:55,50.98516667,49.75687336,10.98,0.273120467,11.36,14.21,98
1,79,395,,04/08/2019 17:00,51.311,49.68678068,10.99,0.261075355,11.34,14.28,98
1,80,400,,04/08/2019 17:05,52.38791667,49.72317748,10.97,0.249324026,11.36,14.24,98
1,81,405,,04/08/2019 17:10,53.46483333,49.75957428,10.97,0.235320359,11.36,14.24,98
1,82,410,,04/08/2019 17:15,54.54175,49.79597108,10.96,0.221316692,11.35,14.31,98
1,83,415,,04/08/2019 17:20,55.61866667,49.83236788,10.96,0.212796979,11.37,14.28,98
1,84,420,,04/08/2019 17:25,56.69558333,49.86876468,10.97,0.204864832,11.36,14.28,98
1,85,425,,04/08/2019 17:30,57.7725,49.90516148,10.95,0.197814035,11.37,14.27,98
1,86,430,,04/08/2019 17:35,58.84941667,49.94155828,10.97,0.212992835,11.37,14.29,98
1,87,435,,04/08/2019 17:40,59.92633333,49.97795508,10.97,0.246875833,11.38,14.23,98
1,88,440,,04/08/2019 17:45,61.00325,50.01435187,10.95,0.192232154,11.36,14.26,98
1,89,445,,04/08/2019 17:50,62.08016667,50.05074867,10.97,0.212209413,11.39,14.22,98
1,90,450,,04/08/2019 17:55,63.15708333,50.08714547,10.96,0.161286988,11.37,14.29,98
1,91,455,,04/08/2019 18:00,64.234,50.12354227,10.99,0.153061058,11.38,14.24,98
1,92,460,,04/08/2019 18:05,65.26608333,50.44103059,10.98,0.148556382,11.42,14.18,98
1,93,465,,04/08/2019 18:10,66.29816667,50.75851891,10.99,0.147185393,11.38,14.24,98
1,94,470,,04/08/2019 18:15,67.33025,51.07600723,10.97,0.143953778,11.4,14.19,98
1,95,475,,04/08/2019 18:20,68.36233333,51.39349555,10.97,0.149437731,11.36,14.28,98
1,96,480,,04/08/2019 18:25,69.39441667,51.71098387,10.97,0.142876573,11.38,14.23,98
1,97,485,,04/08/2019 18:30,70.4265,52.02847219,10.94,0.174409305,11.38,14.23,98
1,98,490,,04/08/2019 18:35,71.45858333,52.34596051,10.97,0.204668977,11.38,14.22,98
1,99,495,,04/08/2019 18:40,72.49066667,52.66344884,10.99,0.165497881,11.38,14.22,98
1,100,500,,04/08/2019 18:45,73.52275,52.98093716,11.01,0.222785609,11.38,14.2,98
1,101,505,,04/08/2019 18:50,74.55483333,53.29842548,11.05,0.137196764,11.36,14.2,98
1,102,510,,04/08/2019 18:55,75.58691667,53.6159138,11.05,0.135727848,11.35,14.25,98
1,103,515,,04/08/2019 19:00,76.619,53.93340212,11.07,0.121234542,11.33,14.25,98
1,104,520,,04/08/2019 19:05,76.62975,54.44806774,11.08,0.114085817,11.36,14.17,98
1,105,525,,04/08/2019 19:10,76.6405,54.96273337,11.1,0.107230875,11.37,14.13,98
1,106,530,,04/08/2019 19:15,76.65125,55.47739899,11.09,0.102334488,11.35,14.15,98
1,107,535,,04/08/2019 19:20,76.662,55.99206462,11.14,0.095479547,11.36,14.13,98
1,108,540,,04/08/2019 19:25,76.67275,56.50673025,11.15,0.08970181,11.37,14.11,98
1,109,545,,04/08/2019 19:30,76.6835,57.02139587,11.16,0.083924073,11.35,14.11,98
1,110,550,,04/08/2019 19:35,76.69425,57.5360615,11.2,0.078635975,11.34,14.15,98
1,111,555,,04/08/2019 19:40,76.705,58.05072712,11.21,0.07417047,11.34,14.06,98
1,112,560,,04/08/2019 19:45,76.71575,58.56539275,11.22,0.069381804,11.34,14.06,98
1,113,565,,04/08/2019 19:50,76.7265,59.08005837,11.22,0.063535518,11.32,14.07,98
1,114,570,,04/08/2019 19:55,76.73725,59.594724,11.28,0.057992808,11.33,14.02,98
1,115,575,,04/08/2019 20:00,76.748,60.10938963,11.3,0.052254242,11.32,13.95,98
1,116,580,,04/08/2019 20:05,76.74566667,60.48969873,11.3,0.046554848,11.31,14.04,98
1,117,585,,04/08/2019 20:10,76.74333333,60.87000782,11.32,0.041364677,11.3,13.97,98
1,118,590,,04/08/2019 20:15,76.741,61.25031692,11.32,0.036370363,11.25,14.02,98
1,119,595,,04/08/2019 20:20,76.73866667,61.63062602,11.34,0.031072472,11.31,13.82,98
1,120,600,,04/08/2019 20:25,76.73633333,62.01093512,11.36,0.025676653,11.28,13.92,98
1,121,605,,04/08/2019 20:30,76.734,62.39124422,11.35,0.02072151,11.29,13.88,98
1,122,610,,04/08/2019 20:35,76.73166667,62.77155332,11.35,0.01627559,11.27,13.84,98
1,123,615,,04/08/2019 20:40,76.72933333,63.15186242,11.35,0.012358481,11.27,13.75,98
1,124,620,,04/08/2019 20:45,76.727,63.53217152,11.35,0.008989767,11.27,13.71,98
1,125,625,,04/08/2019 20:50,76.72466667,63.91248062,11.34,0.006345718,11.26,13.72,98
1,126,630,,04/08/2019 20:55,76.72233333,64.29278971,11.33,0.004448857,11.25,13.74,98
1,127,635,,04/08/2019 21:00,76.72,64.67309881,11.34,0.00314348,11.25,13.68,98
1,128,640,,04/08/2019 21:05,76.68883333,64.94977351,11.34,0.00215539,11.21,13.67,98
1,129,645,,04/08/2019 21:10,76.65766667,65.22644822,11.33,0.001405263,11.27,13.56,98
1,130,650,,04/08/2019 21:15,76.6265,65.50312292,11.34,0.000864702,11.21,13.64,98.1
1,131,655,,04/08/2019 21:20,76.59533333,65.77979762,11.32,0.000520976,11.19,13.59,98.1
1,132,660,,04/08/2019 21:25,76.56416667,66.05647232,11.32,0.000308472,11.2,13.52,98.1
1,133,665,,04/08/2019 21:30,76.533,66.33314702,11.3,0.000196835,11.18,13.51,98.1
1,134,670,,04/08/2019 21:35,76.50183333,66.60982172,11.29,0.000139057,11.16,13.49,98.1
1,135,675,,04/08/2019 21:40,76.47066667,66.88649642,11.28,0.0001087,11.21,13.29,98.1
1,136,680,,04/08/2019 21:45,76.4395,67.16317112,11.26,8.72E-05,11.17,13.33,98.1
1,137,685,,04/08/2019 21:50,76.40833333,67.43984583,11.25,6.76E-05,11.15,13.36,98.1
1,138,690,,04/08/2019 21:55,76.37716667,67.71652053,11.23,5.58E-05,11.14,13.31,98.1
1,139,695,,04/08/2019 22:00,76.346,67.99319523,11.21,5.68E-05,11.16,13.17,98.1
1,140,700,,04/08/2019 22:05,75.76766667,68.1856255,11.21,4.70E-05,11.14,13.18,98.1
1,141,705,,04/08/2019 22:10,75.18933333,68.37805577,11.18,4.02E-05,11.09,13.2,98.1
1,142,710,,04/08/2019 22:15,74.611,68.57048604,11.18,3.62E-05,11.09,13.24,98.1
1,143,715,,04/08/2019 22:20,74.03266667,68.76291631,11.17,4.31E-05,11.08,13.18,98.1
1,144,720,,04/08/2019 22:25,73.45433333,68.95534658,11.16,4.21E-05,11.09,13.14,98.1
1,145,725,,04/08/2019 22:30,72.876,69.14777685,11.15,3.92E-05,11.06,13.05,98.1
1,146,730,,04/08/2019 22:35,72.29766667,69.34020712,11.16,4.21E-05,11.11,12.85,98.1
1,147,735,,04/08/2019 22:40,71.71933333,69.53263739,11.14,4.21E-05,11.07,12.99,98.1
1,148,740,,04/08/2019 22:45,71.141,69.72506766,11.13,4.21E-05,11.07,12.95,98.1
1,149,745,,04/08/2019 22:50,70.56266667,69.91749794,11.14,4.41E-05,11.08,12.84,98.1
1,150,750,,04/08/2019 22:55,69.98433333,70.10992821,11.14,4.21E-05,11.06,12.8,98.1
1,151,755,,04/08/2019 23:00,69.406,70.30235848,11.14,4.02E-05,11.06,12.75,98.1
1,152,760,,04/08/2019 23:05,65.58241667,70.28168726,11.13,4.11E-05,10.97,12.88,98.1
1,153,765,,04/08/2019 23:10,61.75883333,70.26101604,11.13,3.62E-05,11.02,12.74,98.1
1,154,770,,04/08/2019 23:15,57.93525,70.24034482,11.13,3.62E-05,11,12.77,98.1
1,155,775,,04/08/2019 23:20,54.11166667,70.21967359,11.13,3.72E-05,10.98,12.74,98.1
1,156,780,,04/08/2019 23:25,50.28808333,70.19900237,11.12,3.92E-05,11.01,12.66,98.1
1,157,785,,04/08/2019 23:30,46.4645,70.17833115,11.13,3.62E-05,11,12.57,98.1
1,158,790,,04/08/2019 23:35,42.64091667,70.15765993,11.11,3.82E-05,10.98,12.6,98.1
1,159,795,,04/08/2019 23:40,38.81733333,70.13698871,11.09,3.82E-05,10.94,12.6,98.1
1,160,800,,04/08/2019 23:45,34.99375,70.11631749,11.09,3.92E-05,10.97,12.54,98.1
1,161,805,,04/08/2019 23:50,31.17016667,70.09564627,11.09,3.82E-05,10.92,12.6,98.1
1,162,810,,04/08/2019 23:55,27.34658333,70.07497505,11.06,3.82E-05,10.91,12.58,98.1
1,163,815,0,05/08/2019 00:00,23.523,70.05430383,11.06,3.82E-05,10.91,12.54,98.1
1,164,820,0,05/08/2019 00:05,23.33775,68.9898709,11.05,3.72E-05,10.91,12.46,98.1
1,165,825,0,05/08/2019 00:10,23.1525,67.92543797,11.03,3.72E-05,10.91,12.39,98.1
1,166,830,0,05/08/2019 00:15,22.96725,66.86100505,11.02,4.11E-05,10.9,12.35,98.1
1,167,835,0,05/08/2019 00:20,22.782,65.79657212,10.99,3.82E-05,10.86,12.37,98.1
1,168,840,0,05/08/2019 00:25,22.59675,64.73213919,11,3.82E-05,10.85,12.38,98.1
1,169,845,0,05/08/2019 00:30,22.4115,63.66770626,10.99,3.92E-05,10.86,12.31,98.1
1,170,850,0,05/08/2019 00:35,22.22625,62.60327333,10.98,4.02E-05,10.86,12.28,98.1
1,171,855,0,05/08/2019 00:40,22.041,61.53884041,10.96,3.72E-05,10.84,12.24,98.1
1,172,860,0,05/08/2019 00:45,21.85575,60.47440748,10.97,3.82E-05,10.87,12.08,98.1
1,173,865,0,05/08/2019 00:50,21.6705,59.40997455,10.95,4.21E-05,10.83,12.11,98.1
1,174,870,0,05/08/2019 00:55,21.48525,58.34554162,10.93,4.02E-05,10.82,12.12,98.1
1,175,875,0,05/08/2019 01:00,21.3,57.28110869,10.93,3.82E-05,10.82,12,98.1
1,176,880,0,05/08/2019 01:05,21.18583333,56.4716387,10.9,3.72E-05,10.8,12.07,98.1
1,177,885,0,05/08/2019 01:10,21.07166667,55.66216871,10.9,3.43E-05,10.8,12.03,98.1
1,178,890,0,05/08/2019 01:15,20.9575,54.85269871,10.88,3.43E-05,10.78,11.99,98.1
1,179,895,0,05/08/2019 01:20,20.84333333,54.04322872,10.87,3.33E-05,10.81,11.85,98.1
1,180,900,0,05/08/2019 01:25,20.72916667,53.23375873,10.86,3.62E-05,10.79,11.83,98.1
1,181,905,0,05/08/2019 01:30,20.615,52.42428874,10.85,3.92E-05,10.78,11.84,98.1
1,182,910,0,05/08/2019 01:35,20.50083333,51.61481874,10.82,3.62E-05,10.79,11.71,98.1
1,183,915,0,05/08/2019 01:40,20.38666667,50.80534875,10.82,3.33E-05,10.77,11.71,98.1
1,184,920,0,05/08/2019 01:45,20.2725,49.99587876,10.79,3.13E-05,10.73,11.8,98.1
1,185,925,0,05/08/2019 01:50,20.15833333,49.18640877,10.77,2.84E-05,10.75,11.73,98.1
1,186,930,0,05/08/2019 01:55,20.04416667,48.37693877,10.76,2.94E-05,10.74,11.67,98.1
1,187,935,0,05/08/2019 02:00,19.93,47.56746878,10.73,3.33E-05,10.74,11.68,98.1
1,188,940,0,05/08/2019 02:05,19.92333333,46.95657646,10.71,2.84E-05,10.73,11.6,98.1
1,189,945,0,05/08/2019 02:10,19.91666667,46.34568414,10.69,3.23E-05,10.77,11.5,98.1
1,190,950,0,05/08/2019 02:15,19.91,45.73479182,10.66,2.55E-05,10.71,11.63,98.1
1,191,955,0,05/08/2019 02:20,19.90333333,45.1238995,10.61,2.64E-05,10.72,11.56,98.1
1,192,960,0,05/08/2019 02:25,19.89666667,44.51300718,10.58,3.04E-05,10.69,11.76,98.1
1,193,965,0,05/08/2019 02:30,19.89,43.90211486,10.57,2.84E-05,10.68,11.8,98.1
1,194,970,0,05/08/2019 02:35,19.88333333,43.29122254,10.52,3.04E-05,10.67,11.75,98.1
1,195,975,0,05/08/2019 02:40,19.87666667,42.68033022,10.48,3.23E-05,10.65,11.87,98.1
1,196,980,0,05/08/2019 02:45,19.87,42.0694379,10.43,3.04E-05,10.67,11.56,98.1
1,197,985,0,05/08/2019 02:50,19.86333333,41.45854558,10.4,2.94E-05,10.71,11.45,98.1
1,198,990,0,05/08/2019 02:55,19.85666667,40.84765326,10.37,3.13E-05,10.65,11.69,98.1
1,199,995,0,05/08/2019 03:00,19.85,40.23676094,10.34,3.53E-05,10.61,11.91,98.1
1,200,1000,0,05/08/2019 03:05,19.7965,39.79397616,10.29,2.74E-05,10.68,11.56,98.1
1,201,1005,0,05/08/2019 03:10,19.743,39.35119137,10.26,3.13E-05,10.63,11.8,98.1
1,202,1010,0,05/08/2019 03:15,19.6895,38.90840659,10.25,3.72E-05,10.58,11.98,98.1
1,203,1015,0,05/08/2019 03:20,19.636,38.46562181,10.2,3.23E-05,10.59,11.95,98.1
1,204,1020,0,05/08/2019 03:25,19.5825,38.02283702,10.15,3.33E-05,10.61,11.84,98.1
1,205,1025,0,05/08/2019 03:30,19.529,37.58005224,10.15,3.43E-05,10.62,11.78,98.1
1,206,1030,0,05/08/2019 03:35,19.4755,37.13726746,10.12,4.11E-05,10.57,11.9,98.1
1,207,1035,0,05/08/2019 03:40,19.422,36.69448267,10.09,5.19E-05,10.58,11.66,98.1
1,208,1040,0,05/08/2019 03:45,19.3685,36.25169789,10.08,6.66E-05,10.56,11.87,98
1,209,1045,0,05/08/2019 03:50,19.315,35.8089131,10.05,9.30E-05,10.54,12.03,98
1,210,1050,0,05/08/2019 03:55,19.2615,35.36612832,10.03,0.000130244,10.56,11.83,98
1,211,1055,0,05/08/2019 04:00,19.208,34.92334354,10.01,0.000200752,10.56,11.73,98
1,212,1060,0,05/08/2019 04:05,20.82666667,34.58768911,9.98,0.000307493,10.57,11.73,98
1,213,1065,0,05/08/2019 04:10,22.44533333,34.25203467,9.97,0.000480825,10.56,11.74,98
1,214,1070,0,05/08/2019 04:15,24.064,33.91638024,9.95,0.000816717,10.53,11.84,98
1,215,1075,0,05/08/2019 04:20,25.68266667,33.58072581,9.92,0.001255434,10.53,11.83,98
1,216,1080,0,05/08/2019 04:25,27.30133333,33.24507138,9.91,0.001740176,10.55,11.74,98
1,217,1085,0,05/08/2019 04:30,28.92,32.90941695,9.89,0.002293468,10.53,11.75,98
1,218,1090,0,05/08/2019 04:35,30.53866667,32.57376251,9.86,0.003175797,10.54,11.64,98
1,219,1095,0,05/08/2019 04:40,32.15733333,32.23810808,9.85,0.004386183,10.54,11.66,98
1,220,1100,0,05/08/2019 04:45,33.776,31.90245365,9.83,0.005414425,10.58,11.41,98
1,221,1105,0,05/08/2019 04:50,35.39466667,31.56679922,9.83,0.006742325,10.55,11.6,98
1,222,1110,0,05/08/2019 04:55,37.01333333,31.23114478,9.81,0.008588263,10.53,11.58,98
1,223,1115,0,05/08/2019 05:00,38.632,30.89549035,9.8,0.011046249,10.56,11.38,98
1,224,1120,0,05/08/2019 05:05,39.98141667,31.06014529,9.8,0.012280139,10.56,11.4,98
1,225,1125,0,05/08/2019 05:10,41.33083333,31.22480024,9.78,0.01383719,10.54,11.47,98
1,226,1130,0,05/08/2019 05:15,42.68025,31.38945518,9.77,0.01634414,10.53,11.43,98
1,227,1135,0,05/08/2019 05:20,44.02966667,31.55411012,9.78,0.019810782,10.57,11.21,98
1,228,1140,0,05/08/2019 05:25,45.37908333,31.71876506,9.78,0.021622445,10.58,11.13,98
1,229,1145,0,05/08/2019 05:30,46.7285,31.88342,9.76,0.026185878,10.57,11.16,98
1,230,1150,0,05/08/2019 05:35,48.07791667,32.04807495,9.78,0.026391526,10.55,11.13,98
1,231,1155,0,05/08/2019 05:40,49.42733333,32.21272989,9.78,0.028820134,10.57,11.15,98
1,232,1160,0,05/08/2019 05:45,50.77675,32.37738483,9.79,0.03367735,10.55,11.12,98
1,233,1165,0,05/08/2019 05:50,52.12616667,32.54203977,9.82,0.038113476,10.62,10.87,98
1,234,1170,0,05/08/2019 05:55,53.47558333,32.70669471,9.85,0.042735666,10.58,10.92,98
1,235,1175,0,05/08/2019 06:00,54.825,32.87134966,9.88,0.051872324,10.61,10.83,98
1,236,1180,0,05/08/2019 06:05,55.02691667,33.34561045,9.92,0.057532547,10.62,10.8,98
1,237,1185,0,05/08/2019 06:10,55.22883333,33.81987123,9.98,0.064475624,10.63,10.73,98
1,238,1190,0,05/08/2019 06:15,55.43075,34.29413202,10.06,0.075639386,10.62,10.75,98
1,239,1195,0,05/08/2019 06:20,55.63266667,34.76839281,10.15,0.083238579,10.64,10.71,98
1,240,1200,0,05/08/2019 06:25,55.83458333,35.2426536,10.26,0.092345859,10.63,10.74,98
1,241,1205,0,05/08/2019 06:30,56.0365,35.71691439,10.36,0.099690439,10.64,10.68,98
1,242,1210,0,05/08/2019 06:35,56.23841667,36.19117518,10.44,0.11134384,10.66,10.66,98
1,243,1215,0,05/08/2019 06:40,56.44033333,36.66543596,10.5,0.125445435,10.69,10.55,98
1,244,1220,0,05/08/2019 06:45,56.64225,37.13969675,10.57,0.139644957,10.66,10.67,98
1,245,1225,0,05/08/2019 06:50,56.84416667,37.61395754,10.64,0.150025298,10.71,10.57,98
1,246,1230,0,05/08/2019 06:55,57.04608333,38.08821833,10.73,0.157076095,10.71,10.61,98
1,247,1235,0,05/08/2019 07:00,57.248,38.56247912,10.81,0.168533641,10.73,10.58,98
1,248,1240,0,05/08/2019 07:05,57.26233333,38.97281817,10.89,0.175094799,10.74,10.56,98
1,249,1245,0,05/08/2019 07:10,57.27666667,39.38315723,10.94,0.191840443,10.77,10.49,98
1,250,1250,0,05/08/2019 07:15,57.291,39.79349628,10.99,0.209565364,10.81,10.38,98
1,251,1255,0,05/08/2019 07:20,57.30533333,40.20383534,11.01,0.220827054,10.8,10.52,98
1,252,1260,0,05/08/2019 07:25,57.31966667,40.6141744,11.05,0.223960741,10.81,10.53,98
1,253,1265,0,05/08/2019 07:30,57.334,41.02451345,11.07,0.234732793,10.8,10.49,98
1,254,1270,0,05/08/2019 07:35,57.34833333,41.43485251,11.09,0.275176949,10.83,10.5,98
1,255,1275,0,05/08/2019 07:40,57.36266667,41.84519156,11.12,0.305338693,10.84,10.5,98
1,256,1280,0,05/08/2019 07:45,57.377,42.25553062,11.12,0.350287526,10.87,10.45,98
1,257,1285,0,05/08/2019 07:50,57.39133333,42.66586967,11.15,0.328743423,10.88,10.48,98
1,258,1290,0,05/08/2019 07:55,57.40566667,43.07620873,11.15,0.380351342,10.91,10.5,98
1,259,1295,0,05/08/2019 08:00,57.42,43.48654779,11.16,0.419816221,10.92,10.43,98
1,260,1300,0,05/08/2019 08:05,57.69083333,43.79584309,11.19,0.354400491,10.93,10.44,98
1,261,1305,0,05/08/2019 08:10,57.96166667,44.1051384,11.2,0.392984021,10.96,10.46,98
1,262,1310,0,05/08/2019 08:15,58.2325,44.41443371,11.21,0.349602032,10.97,10.43,98
1,263,1315,0,05/08/2019 08:20,58.50333333,44.72372901,11.22,0.364878759,10.98,10.44,98
1,264,1320,0,05/08/2019 08:25,58.77416667,45.03302432,11.23,0.518723239,11.01,10.28,97.9
1,265,1325,0,05/08/2019 08:30,59.045,45.34231963,11.23,0.755904225,11.01,10.44,97.9
1,266,1330,0,05/08/2019 08:35,59.31583333,45.65161494,11.26,0.454482641,11.07,10.34,97.9
1,267,1335,0,05/08/2019 08:40,59.58666667,45.96091024,11.22,0.505600922,11.03,10.46,97.9
1,268,1340,0,05/08/2019 08:45,59.8575,46.27020555,11.26,0.531355917,11.06,10.47,97.9
1,269,1345,0,05/08/2019 08:50,60.12833333,46.57950086,11.26,0.392494382,11.06,10.58,97.9
1,270,1350,0,05/08/2019 08:55,60.39916667,46.88879616,11.4,0.398174191,11.09,10.44,97.9
1,271,1355,0,05/08/2019 09:00,60.67,47.19809147,11.39,0.405420844,11.09,10.45,97.9
1,272,1360,0,05/08/2019 09:05,60.71083333,47.49948806,11.42,0.565924409,11.1,10.49,97.9
