reach,x,t,date_time,Qi,Q,Qsite,Ci,PAR,Cs,Cobs,PAR_umol
1,1100,5500,08/08/2019 06:05,46.04883333,32.76981928,1966.189157,10.18,0.049003041,10.70039102,10.49,50.04
1,1101,5505,08/08/2019 06:10,46.30566667,33.05571938,1983.343163,10.23,0.056083217,10.70324581,10.5,57.27
1,1102,5510,08/08/2019 06:15,46.5625,33.34161948,2000.497169,10.3,0.074141092,10.69809008,10.5,75.71
1,1103,5515,08/08/2019 06:20,46.81933333,33.62751958,2017.651175,10.36,0.073112851,10.69808767,10.5,74.66
1,1104,5520,08/08/2019 06:25,47.07616667,33.91341968,2034.805181,10.43,0.07844012,10.70907417,10.51,80.1
1,1105,5525,08/08/2019 06:30,47.333,34.19931978,2051.959187,10.49,0.083238579,10.7095194,10.52,85
1,1106,5530,08/08/2019 06:35,47.58983333,34.48521988,2069.113193,10.54,0.09704639,10.71007382,10.53,99.1
1,1107,5535,08/08/2019 06:40,47.84666667,34.77111998,2086.267199,10.6,0.12564129,10.70194034,10.53,128.3
1,1108,5540,08/08/2019 06:45,48.1035,35.05702008,2103.421205,10.64,0.169317062,10.69919182,10.53,172.9
1,1109,5545,08/08/2019 06:50,48.36033333,35.34292018,2120.575211,10.71,0.17852227,10.7166428,10.55,182.3
1,1110,5550,08/08/2019 06:55,48.61716667,35.62882028,2137.729217,10.69,0.174115522,10.7118076,10.56,177.8
1,1111,5555,08/08/2019 07:00,48.874,35.91472038,2154.883223,10.74,0.144345489,10.71883053,10.57,147.4
1,1112,5560,08/08/2019 07:05,49.14408333,36.19643781,2171.786269,10.78,0.146499899,10.7184893,10.59,149.6
1,1113,5565,08/08/2019 07:10,49.41416667,36.47815523,2188.689314,10.82,0.16422482,10.71826099,10.6,167.7
1,1114,5570,08/08/2019 07:15,49.68425,36.75987266,2205.59236,10.88,0.165889592,10.71583908,10.61,169.4
1,1115,5575,08/08/2019 07:20,49.95433333,37.04159009,2222.495405,10.9,0.167652291,10.70573307,10.6,171.2
1,1116,5580,08/08/2019 07:25,50.22441667,37.32330751,2239.398451,10.98,0.182047669,10.71352982,10.62,185.9
1,1117,5585,08/08/2019 07:30,50.4945,37.60502494,2256.301496,11,0.227779923,10.71385632,10.64,232.6
1,1118,5590,08/08/2019 07:35,50.76458333,37.88674236,2273.204542,11.02,0.275862444,10.71441225,10.65,281.7
1,1119,5595,08/08/2019 07:40,51.03466667,38.16845979,2290.107587,11.03,0.463785777,10.72486818,10.66,473.6
1,1120,5600,08/08/2019 07:45,51.30475,38.45017721,2307.010633,11.05,0.377609365,10.70166275,10.67,385.6
1,1121,5605,08/08/2019 07:50,51.57483333,38.73189464,2323.913678,11.06,0.474166117,10.6989179,10.67,484.2
1,1122,5610,08/08/2019 07:55,51.84491667,39.01361207,2340.816724,11.07,0.612048375,10.71681028,10.7,625
1,1123,5615,08/08/2019 08:00,52.115,39.29532949,2357.71977,11.07,0.443220951,10.70153173,10.72,452.6
1,1124,5620,08/08/2019 08:05,51.89875,39.57681062,2374.608637,11.09,0.308570309,10.71635125,10.73,315.1
1,1125,5625,08/08/2019 08:10,51.6825,39.85829174,2391.497504,11.08,0.564455493,10.70349177,10.74,576.4
1,1126,5630,08/08/2019 08:15,51.46625,40.13977287,2408.386372,11.11,0.628794019,10.70853529,10.76,642.1
1,1127,5635,08/08/2019 08:20,51.25,40.42125399,2425.275239,11.12,0.457028763,10.67622317,10.76,466.7
1,1128,5640,08/08/2019 08:25,51.03375,40.70273511,2442.164107,11.15,0.528026374,10.69087647,10.75,539.2
1,1129,5645,08/08/2019 08:30,50.8175,40.98421624,2459.052974,11.16,0.681283287,10.69578967,10.79,695.7
1,1130,5650,08/08/2019 08:35,50.60125,41.26569736,2475.941842,11.18,0.73230364,10.66823222,10.78,747.8
1,1131,5655,08/08/2019 08:40,50.385,41.54717849,2492.830709,11.2,0.728092747,10.67609236,10.81,743.5
1,1132,5660,08/08/2019 08:45,50.16875,41.82865961,2509.719577,11.21,0.690488495,10.67094819,10.83,705.1
1,1133,5665,08/08/2019 08:50,49.9525,42.11014074,2526.608444,11.22,0.543988596,10.6761951,10.83,555.5
1,1134,5670,08/08/2019 08:55,49.73625,42.39162186,2543.497312,11.22,0.560636312,10.66875165,10.88,572.5
1,1135,5675,08/08/2019 09:00,49.52,42.67310299,2560.386179,11.23,0.343432584,10.64621342,10.85,350.7
1,1136,5680,08/08/2019 09:05,49.24983333,42.82444683,2569.46681,11.13,0.639663998,10.65609745,10.89,653.2
1,1137,5685,08/08/2019 09:10,48.97966667,42.97579067,2578.54744,11.11,0.762367456,10.64814523,10.89,778.5
1,1138,5690,08/08/2019 09:15,48.7095,43.12713451,2587.628071,11.12,0.691663628,10.68600031,10.92,706.3
1,1139,5695,08/08/2019 09:20,48.43933333,43.27847835,2596.708701,11.15,0.886246047,10.67309047,10.92,905
1,1140,5700,08/08/2019 09:25,48.16916667,43.42982219,2605.789332,11.14,0.874494718,10.64529984,10.91,893
1,1141,5705,08/08/2019 09:30,47.899,43.58116604,2614.869962,11.14,0.785380475,10.63801403,10.94,802
1,1142,5710,08/08/2019 09:35,47.62883333,43.73250988,2623.950593,11.14,0.370166857,10.65061576,10.97,378
1,1143,5715,08/08/2019 09:40,47.35866667,43.88385372,2633.031223,11.15,0.35185437,10.65300811,10.97,359.3
1,1144,5720,08/08/2019 09:45,47.0885,44.03519756,2642.111854,11.17,0.290649532,10.65082679,11,296.8
1,1145,5725,08/08/2019 09:50,46.81833333,44.1865414,2651.192484,11.15,0.270672273,10.6787539,11,276.4
1,1146,5730,08/08/2019 09:55,46.54816667,44.33788524,2660.273115,11.16,0.298385824,10.66346308,11,304.7
1,1147,5735,08/08/2019 10:00,46.278,44.48922908,2669.353745,11.15,0.352931575,10.70084732,11.05,360.4
1,1148,5740,08/08/2019 10:05,46.26258333,44.52887416,2671.73245,11.15,0.355183913,10.65526408,11.04,362.7
1,1149,5745,08/08/2019 10:10,46.24716667,44.56851923,2674.111154,11.12,0.917582924,10.65515298,11.04,937
1,1150,5750,08/08/2019 10:15,46.23175,44.60816431,2676.489858,11.12,0.927375698,10.65493076,11.04,947
1,1151,5755,08/08/2019 10:20,46.21633333,44.64780938,2678.868563,11.09,0.354204636,10.65470855,11.04,361.7
1,1152,5760,08/08/2019 10:25,46.20091667,44.68745446,2681.247267,11.12,0.791256139,10.65415302,11.04,808
1,1153,5765,08/08/2019 10:30,46.1855,44.72709953,2683.625972,11.1,1.00571789,10.61637275,11.02,1027
1,1154,5770,08/08/2019 10:35,46.17008333,44.7667446,2686.004676,11.1,1.144775281,10.63269504,11.07,1169
1,1155,5775,08/08/2019 10:40,46.15466667,44.80638968,2688.383381,11.09,1.176112157,10.62725646,11.08,1201
1,1156,5780,08/08/2019 10:45,46.13925,44.84603475,2690.762085,11.09,1.066433089,10.61243142,11.05,1089
1,1157,5785,08/08/2019 10:50,46.12383333,44.88567983,2693.14079,11.08,1.281874117,10.56052052,11.05,1309
1,1158,5790,08/08/2019 10:55,46.10841667,44.9253249,2695.519494,11.07,0.875473996,10.5751111,11.07,894
1,1159,5795,08/08/2019 11:00,46.093,44.96496997,2697.898198,11.07,0.984173787,10.57005369,11.08,1005
1,1160,5800,08/08/2019 11:05,46.015,44.98999318,2699.399591,11.08,1.295584,10.54025549,11.08,1323
1,1161,5805,08/08/2019 11:10,45.937,45.01501638,2700.900983,11.06,1.05468176,10.57465503,11.1,1077
1,1162,5810,08/08/2019 11:15,45.859,45.04003958,2702.402375,11.05,1.223117473,10.54450848,11.1,1249
1,1163,5815,08/08/2019 11:20,45.781,45.06506278,2703.903767,11.04,1.072308753,10.53668585,11.11,1095
1,1164,5820,08/08/2019 11:25,45.703,45.09008599,2705.405159,11.03,1.030199825,10.54170874,11.12,1052
1,1165,5825,08/08/2019 11:30,45.625,45.11510919,2706.906551,11.03,1.076225863,10.51238345,11.11,1099
1,1166,5830,08/08/2019 11:35,45.547,45.14013239,2708.407944,11.03,0.612538014,10.52740757,11.13,625.5
1,1167,5835,08/08/2019 11:40,45.469,45.1651556,2709.909336,11.03,0.645245879,10.5322016,11.14,658.9
1,1168,5840,08/08/2019 11:45,45.391,45.1901788,2711.410728,11.02,0.548493272,10.50069708,11.13,560.1
1,1169,5845,08/08/2019 11:50,45.313,45.215202,2712.91212,11.04,0.651611182,10.49060315,11.14,665.4
1,1170,5850,08/08/2019 11:55,45.235,45.2402252,2714.413512,11.02,0.939127027,10.47654079,11.13,959
1,1171,5855,08/08/2019 12:00,45.157,45.26524841,2715.914904,11.03,1.157505887,10.46957523,11.13,1182
1,1172,5860,08/08/2019 12:05,45.121,45.26284643,2715.770786,11.01,1.070350198,10.47200292,11.14,1093
1,1173,5865,08/08/2019 12:10,45.085,45.26044446,2715.626667,11.01,1.036075489,10.47973289,11.15,1058
1,1174,5870,08/08/2019 12:15,45.049,45.25804248,2715.482549,11,0.797131804,10.45049071,11.15,814
1,1175,5875,08/08/2019 12:20,45.013,45.25564051,2715.33843,11,0.679030949,10.47220665,11.18,693.4
1,1176,5880,08/08/2019 12:25,44.977,45.25323853,2715.194312,11,0.63134014,10.43641939,11.13,644.7
1,1177,5885,08/08/2019 12:30,44.941,45.25083656,2715.050193,11.02,0.678051672,10.4441013,11.15,692.4
1,1178,5890,08/08/2019 12:35,44.905,45.24843458,2714.906075,11.01,0.778329678,10.44420169,11.17,794.8
1,1179,5895,08/08/2019 12:40,44.869,45.24603261,2714.761956,11.03,1.065453811,10.40082039,11.17,1088
1,1180,5900,08/08/2019 12:45,44.833,45.24363063,2714.617838,11.03,0.989070174,10.40092887,11.17,1010
1,1181,5905,08/08/2019 12:50,44.797,45.24122866,2714.47372,11,1.039992599,10.37446597,11.16,1062
1,1182,5910,08/08/2019 12:55,44.761,45.23882668,2714.329601,11.02,0.941085581,10.3698997,11.17,961
1,1183,5915,08/08/2019 13:00,44.725,45.23642471,2714.185483,11.01,0.978298123,10.37228873,11.17,999
1,1184,5920,08/08/2019 13:05,44.61666667,45.22507857,2713.504714,11.01,0.733478773,10.35309469,11.18,749
1,1185,5925,08/08/2019 13:10,44.50833333,45.21373242,2712.823945,11.01,0.749734777,10.34152578,11.17,765.6
1,1186,5930,08/08/2019 13:15,44.4,45.20238628,2712.143177,11.02,0.887225324,10.33461637,11.16,906
1,1187,5935,08/08/2019 13:20,44.29166667,45.19104013,2711.462408,11.29,0.815738074,10.33525947,11.17,833
1,1188,5940,08/08/2019 13:25,44.18333333,45.17969399,2710.781639,11.3,0.58237627,10.31693834,11.19,594.7
1,1189,5945,08/08/2019 13:30,44.075,45.16834785,2710.100871,11.3,0.518037745,10.310167,11.18,529
1,1190,5950,08/08/2019 13:35,43.96666667,45.1570017,2709.420102,11.29,0.556719202,10.30071898,11.19,568.5
1,1191,5955,08/08/2019 13:40,43.85833333,45.14565556,2708.739333,11.29,0.638782648,10.29589163,11.19,652.3
1,1192,5960,08/08/2019 13:45,43.75,45.13430941,2708.058565,11.28,0.665516921,10.27759371,11.2,679.6
1,1193,5965,08/08/2019 13:50,43.64166667,45.12296327,2707.377796,11.27,0.758939985,10.26852196,11.2,775
1,1194,5970,08/08/2019 13:55,43.53333333,45.11161713,2706.697028,11.25,1.283832671,10.25435289,11.2,1311
1,1195,5975,08/08/2019 14:00,43.425,45.10027098,2706.016259,11.25,1.183946377,10.24553008,11.21,1209
1,1196,5980,08/08/2019 14:05,43.32308333,45.06313031,2703.787818,11.26,1.350423535,10.23576107,11.21,1379
1,1197,5985,08/08/2019 14:10,43.22116667,45.02598963,2701.559378,11.24,1.36707125,10.2145896,11.21,1396
1,1198,5990,08/08/2019 14:15,43.11925,44.98884896,2699.330937,11.23,1.371967637,10.20087663,11.21,1401
1,1199,5995,08/08/2019 14:20,43.01733333,44.95170828,2697.102497,11.21,1.228993137,10.19445802,11.2,1255
1,1200,6000,08/08/2019 14:25,42.91541667,44.91456761,2694.874056,11.2,1.069370921,10.17869305,11.21,1092
1,1201,6005,08/08/2019 14:30,42.8135,44.87742693,2692.645616,11.21,0.873515441,10.16453345,11.22,892
1,1202,6010,08/08/2019 14:35,42.71158333,44.84028626,2690.417175,11.21,0.779896521,10.1671542,11.22,796.4
1,1203,6015,08/08/2019 14:40,42.60966667,44.80314558,2688.188735,11.21,0.884287492,10.15083701,11.22,903
1,1204,6020,08/08/2019 14:45,42.50775,44.7660049,2685.960294,11.2,0.705079728,10.15323756,11.23,720
1,1205,6025,08/08/2019 14:50,42.40583333,44.72886423,2683.731854,11.2,0.664145933,10.15083347,11.23,678.2
1,1206,6030,08/08/2019 14:55,42.30391667,44.69172355,2681.503413,11.22,0.879391105,10.14175815,11.22,898
1,1207,6035,08/08/2019 15:00,42.202,44.65458288,2679.274973,11.2,1.056640315,10.12822011,11.22,1079
1,1208,6040,08/08/2019 15:05,42.21691667,44.60028045,2676.016827,11.21,0.95675402,10.10808233,11.23,977
1,1209,6045,08/08/2019 15:10,42.23183333,44.54597802,2672.758681,11.2,0.915624369,10.10664694,11.23,935
1,1210,6050,08/08/2019 15:15,42.24675,44.49167559,2669.500536,11.19,0.645343807,10.11931242,11.25,659
1,1211,6055,08/08/2019 15:20,42.26166667,44.43737316,2666.24239,11.2,0.531551773,10.11245702,11.27,542.8
1,1212,6060,08/08/2019 15:25,42.27658333,44.38307073,2662.984244,11.16,0.43763907,10.10159424,11.25,446.9
1,1213,6065,08/08/2019 15:30,42.2915,44.32876831,2659.726098,11.12,0.441262396,10.09952497,11.26,450.6
1,1214,6070,08/08/2019 15:35,42.30641667,44.27446588,2656.467953,11.1,0.540854908,10.09973902,11.25,552.3
