reach,x,t,date_time,Qi,Q,Qsite,Ci,PAR,Cs,Cobs,PAR_umol
1,857,4285,07/08/2019 09:50,57.61816667,53.97751897,3238.651138,11.29,0.727994819,10.67529494,11.02,743.4
1,858,4290,07/08/2019 09:55,57.62558333,54.08140988,3244.884593,11.3,0.597065431,10.66035247,11,609.7
1,859,4295,07/08/2019 10:00,57.633,54.18530078,3251.118047,11.28,0.616357196,10.65328558,10.98,629.4
1,860,4300,07/08/2019 10:05,57.54675,54.26321646,3255.792988,11.28,1.086997914,10.63338642,11,1110
1,861,4305,07/08/2019 10:10,57.4605,54.34113214,3260.467929,11.28,1.225076027,10.61832118,10.99,1251
1,862,4310,07/08/2019 10:15,57.37425,54.41904783,3265.14287,11.27,1.214303976,10.65247934,11.06,1240
1,863,4315,07/08/2019 10:20,57.288,54.49696351,3269.81781,11.26,1.296563278,10.62639451,11.02,1324
1,864,4320,07/08/2019 10:25,57.20175,54.57487919,3274.492751,11.27,1.133023952,10.5987895,11.05,1157
1,865,4325,07/08/2019 10:30,57.1155,54.65279487,3279.167692,11.27,0.510301453,10.61629192,11.08,521.1
1,866,4330,07/08/2019 10:35,57.02925,54.73071055,3283.842633,11.26,0.769907892,10.61619857,11.04,786.2
1,867,4335,07/08/2019 10:40,56.943,54.80862623,3288.517574,11.26,1.265226401,10.58270148,11.04,1292
1,868,4340,07/08/2019 10:45,56.85675,54.88654191,3293.192515,11.26,1.190801318,10.60390339,11.09,1216
1,869,4345,07/08/2019 10:50,56.7705,54.96445759,3297.867456,11.28,1.067412366,10.56888939,11.07,1090
1,870,4350,07/08/2019 10:55,56.68425,55.04237327,3302.542396,11.26,1.202552647,10.55363445,11.08,1228
1,871,4355,07/08/2019 11:00,56.598,55.12028895,3307.217337,11.26,1.134003229,10.55363445,11.08,1158
1,872,4360,07/08/2019 11:05,56.71391667,55.15371983,3309.22319,11.25,1.227034582,10.53161139,11.06,1253
1,873,4365,07/08/2019 11:10,56.82983333,55.18715071,3311.229043,11.24,1.333775819,10.54826177,11.1,1362
1,874,4370,07/08/2019 11:15,56.94575,55.22058159,3313.234895,11.23,1.284811949,10.50724157,11.08,1312
1,875,4375,07/08/2019 11:20,57.06166667,55.25401247,3315.240748,11.23,1.076225863,10.48813598,11.09,1099
1,876,4380,07/08/2019 11:25,57.17758333,55.28744335,3317.246601,11.22,0.896038821,10.49067552,11.11,915
1,877,4385,07/08/2019 11:30,57.2935,55.32087423,3319.252454,11.23,1.069370921,10.49299831,11.13,1092
1,878,4390,07/08/2019 11:35,57.40941667,55.3543051,3321.258306,11.23,0.988090897,10.45706464,11.1,1009
1,879,4395,07/08/2019 11:40,57.52533333,55.38773598,3323.264159,11.22,0.972422458,10.46180216,11.12,993
1,880,4400,07/08/2019 11:45,57.64125,55.42116686,3325.270012,11.19,1.000821503,10.43779423,11.12,1022
1,881,4405,07/08/2019 11:50,57.75716667,55.45459774,3327.275864,11.2,0.968505349,10.44439109,11.14,989
1,882,4410,07/08/2019 11:55,57.87308333,55.48802862,3329.281717,11.2,0.711347103,10.41805055,11.12,726.4
1,883,4415,07/08/2019 12:00,57.989,55.5214595,3331.28757,11.19,0.418347305,10.4257139,11.13,427.2
1,884,4420,07/08/2019 12:05,57.51558333,55.57733148,3334.639889,11.15,0.396803202,10.42122064,11.12,405.2
1,885,4425,07/08/2019 12:10,57.04216667,55.63320347,3337.992208,11.16,0.371537846,10.41629249,11.12,379.4
1,886,4430,07/08/2019 12:15,56.56875,55.68907546,3341.344527,11.15,0.372321267,10.40165198,11.09,380.2
1,887,4435,07/08/2019 12:20,56.09533333,55.74494744,3344.696847,11.15,0.42118721,10.4016409,11.12,430.1
1,888,4440,07/08/2019 12:25,55.62191667,55.80081943,3348.049166,11.12,0.480041781,10.38680854,11.12,490.2
1,889,4445,07/08/2019 12:30,55.1485,55.85669142,3351.401485,11.13,0.452426159,10.38179662,11.13,462
1,890,4450,07/08/2019 12:35,54.67508333,55.91256341,3354.753804,11.13,0.481804481,10.37211733,11.13,492
1,891,4455,07/08/2019 12:40,54.20166667,55.96843539,3358.106124,11.1,0.641818408,10.36962251,11.12,655.4
1,892,4460,07/08/2019 12:45,53.72825,56.02430738,3361.458443,11.11,0.831406513,10.35497483,11.13,849
1,893,4465,07/08/2019 12:50,53.25483333,56.08017937,3364.810762,11.13,0.992008006,10.34501545,11.13,1013
1,894,4470,07/08/2019 12:55,52.78141667,56.13605135,3368.163081,11.13,1.17121577,10.32353017,11.12,1196
1,895,4475,07/08/2019 13:00,52.308,56.19192334,3371.5154,11.15,1.185904931,10.31943022,11.14,1211
1,896,4480,07/08/2019 13:05,52.04033333,56.10401353,3366.240812,11.13,1.045868263,10.31017518,11.14,1068
1,897,4485,07/08/2019 13:10,51.77266667,56.01610373,3360.966224,11.13,0.945002691,10.3003965,11.15,965
1,898,4490,07/08/2019 13:15,51.505,55.92819392,3355.691635,11.14,0.892121711,10.28335127,11.15,911
1,899,4495,07/08/2019 13:20,51.23733333,55.84028412,3350.417047,11.15,0.826510126,10.28806465,11.15,844
1,900,4500,07/08/2019 13:25,50.96966667,55.75237431,3345.142459,11.16,0.806924578,10.26956084,11.16,824
1,901,4505,07/08/2019 13:30,50.702,55.66446451,3339.867871,11.15,0.875473996,10.27255218,11.16,894
1,902,4510,07/08/2019 13:35,50.43433333,55.5765547,3334.593282,11.14,0.867639776,10.26859967,11.17,886
1,903,4515,07/08/2019 13:40,50.16666667,55.4886449,3329.318694,11.14,0.749538922,10.26357789,11.19,765.4
1,904,4520,07/08/2019 13:45,49.899,55.40073509,3324.044106,11.11,0.641916336,10.263573,11.2,655.5
1,905,4525,07/08/2019 13:50,49.63133333,55.31282529,3318.769517,11.12,0.711445031,10.25643073,11.21,726.5
1,906,4530,07/08/2019 13:55,49.36366667,55.22491548,3313.494929,11.11,0.870577609,10.2519615,11.2,889
1,907,4535,07/08/2019 14:00,49.096,55.13700568,3308.220341,11.12,0.65778063,10.24016009,11.2,671.7
1,908,4540,07/08/2019 14:05,50.33008333,55.00057411,3300.034446,11.1,0.631535995,10.24993307,11.22,644.9
1,909,4545,07/08/2019 14:10,51.56416667,54.86414253,3291.848552,11.11,0.679226805,10.23357369,11.22,693.6
1,910,4550,07/08/2019 14:15,52.79825,54.72771096,3283.662657,11.11,0.758842057,10.22371184,11.23,774.9
1,911,4555,07/08/2019 14:20,54.03233333,54.59127938,3275.476763,11.09,0.822593016,10.23091281,11.24,840
1,912,4560,07/08/2019 14:25,55.26641667,54.45484781,3267.290869,11.1,0.931292807,10.23981011,11.28,951
1,913,4565,07/08/2019 14:30,56.5005,54.31841624,3259.104974,11.09,1.03215838,10.23747297,11.28,1054
1,914,4570,07/08/2019 14:35,57.73458333,54.18198466,3250.91908,11.09,1.036075489,10.21575011,11.27,1058
1,915,4575,07/08/2019 14:40,58.96866667,54.04555309,3242.733185,11.1,1.040971876,10.21700317,11.29,1063
1,916,4580,07/08/2019 14:45,60.20275,53.90912151,3234.547291,11.07,1.085039359,10.20538335,11.28,1108
1,917,4585,07/08/2019 14:50,61.43683333,53.77268994,3226.361396,11.09,1.095811411,10.20948756,11.3,1119
1,918,4590,07/08/2019 14:55,62.67091667,53.63625837,3218.175502,11.08,0.896038821,10.19102738,11.31,915
1,919,4595,07/08/2019 15:00,63.905,53.49982679,3209.989608,11.03,0.519506661,10.20229841,11.32,530.5
1,920,4600,07/08/2019 15:05,63.87266667,53.73509109,3224.105466,11.04,0.670511236,10.21570464,11.34,684.7
1,921,4605,07/08/2019 15:10,63.84033333,53.97035539,3238.221324,11.03,1.018448496,10.20354863,11.34,1040
1,922,4610,07/08/2019 15:15,63.808,54.2056197,3252.337182,11.14,0.991028729,10.19077545,11.35,1012
1,923,4615,07/08/2019 15:20,63.77566667,54.440884,3266.45304,11.14,0.898976653,10.21429556,11.4,918
1,924,4620,07/08/2019 15:25,63.74333333,54.6761483,3280.568898,11.18,0.671098802,10.20331326,11.4,685.3
1,925,4625,07/08/2019 15:30,63.711,54.9114126,3294.684756,11.19,0.624191415,10.19457107,11.38,637.4
1,926,4630,07/08/2019 15:35,63.67866667,55.1466769,3308.800614,11.19,0.52949529,10.18992758,11.4,540.7
1,927,4635,07/08/2019 15:40,63.64633333,55.3819412,3322.916472,11.18,0.388283489,10.20383491,11.43,396.5
1,928,4640,07/08/2019 15:45,63.614,55.6172055,3337.03233,11.2,0.332660533,10.17772435,11.39,339.7
1,929,4645,07/08/2019 15:50,63.58166667,55.8524698,3351.148188,11.21,0.343530512,10.18476349,11.41,350.8
1,930,4650,07/08/2019 15:55,63.54933333,56.0877341,3365.264046,11.23,0.392004743,10.18739263,11.42,400.3
1,931,4655,07/08/2019 16:00,63.517,56.3229984,3379.379904,11.22,0.530768351,10.19455129,11.43,542
1,932,4660,07/08/2019 16:05,63.51166667,56.48626144,3389.175686,11.23,0.534979244,10.1757222,11.41,546.3
1,933,4665,07/08/2019 16:10,63.50633333,56.64952447,3398.971468,11.25,0.551822815,10.17917471,11.42,563.5
1,934,4670,07/08/2019 16:15,63.501,56.8127875,3408.76725,11.26,0.538015004,10.21055285,11.47,549.4
1,935,4675,07/08/2019 16:20,63.49566667,56.97605054,3418.563032,11.28,0.520485938,10.2033739,11.46,531.5
1,936,4680,07/08/2019 16:25,63.49033333,57.13931357,3428.358814,11.29,0.597359214,10.16602216,11.44,610
1,937,4685,07/08/2019 16:30,63.485,57.3025766,3438.154596,11.29,0.538308787,10.18881233,11.47,549.7
1,938,4690,07/08/2019 16:35,63.47966667,57.46583964,3447.950378,11.3,0.459672812,10.17746491,11.44,469.4
1,939,4695,07/08/2019 16:40,63.47433333,57.62910267,3457.74616,11.31,0.378099004,10.17503345,11.48,386.1
1,940,4700,07/08/2019 16:45,63.469,57.7923657,3467.541942,11.29,0.298875462,10.1735819,11.45,305.2
1,941,4705,07/08/2019 16:50,63.46366667,57.95562873,3477.337724,11.31,0.226898574,10.18156653,11.49,231.7
1,942,4710,07/08/2019 16:55,63.45833333,58.11889177,3487.133506,11.3,0.170492195,10.17872832,11.47,174.1
1,943,4715,07/08/2019 17:00,63.453,58.2821548,3496.929288,11.29,0.142680717,10.16728538,11.47,145.7
1,944,4720,07/08/2019 17:05,63.5015,58.39979163,3503.987498,11.29,0.131321099,10.16288961,11.46,134.1
1,945,4725,07/08/2019 17:10,63.55,58.51742845,3511.045707,11.28,0.12867705,10.2005295,11.49,131.4
1,946,4730,07/08/2019 17:15,63.5985,58.63506528,3518.103917,11.26,0.117611216,10.16395485,11.45,120.1
1,947,4735,07/08/2019 17:20,63.647,58.7527021,3525.162126,11.24,0.109287358,10.18107609,11.45,111.6
1,948,4740,07/08/2019 17:25,63.6955,58.87033893,3532.220336,11.22,0.109776997,10.18328296,11.45,112.1
1,949,4745,07/08/2019 17:30,63.744,58.98797575,3539.278545,11.2,0.120255265,10.19042997,11.48,122.8
1,950,4750,07/08/2019 17:35,63.7925,59.10561258,3546.336755,11.17,0.133083799,10.18392474,11.44,135.9
1,951,4755,07/08/2019 17:40,63.841,59.2232494,3553.394964,11.18,0.15727195,10.17027631,11.43,160.6
1,952,4760,07/08/2019 17:45,63.8895,59.34088623,3560.453174,11.16,0.165595808,10.19561223,11.44,169.1
1,953,4765,07/08/2019 17:50,63.938,59.45852305,3567.511383,11.13,0.163735181,10.17205999,11.41,167.2
1,954,4770,07/08/2019 17:55,63.9865,59.57615988,3574.569593,11.14,0.158936722,10.1716314,11.42,162.3
1,955,4775,07/08/2019 18:00,64.035,59.6937967,3581.627802,11.12,0.153256913,10.16911553,11.41,156.5
1,956,4780,07/08/2019 18:05,64.04075,59.79273795,3587.564277,11.13,0.130537677,10.19066383,11.42,133.3
1,957,4785,07/08/2019 18:10,64.0465,59.89167919,3593.500752,11.1,0.110364563,10.17909382,11.42,112.7
1,958,4790,07/08/2019 18:15,64.05225,59.99062044,3599.437226,11.11,0.100865572,10.21386807,11.45,103
1,959,4795,07/08/2019 18:20,64.058,60.08956168,3605.373701,11.09,0.107818442,10.19034953,11.41,110.1
1,960,4800,07/08/2019 18:25,64.06375,60.18850293,3611.310176,11.09,0.114281673,10.18309128,11.4,116.7
1,961,4805,07/08/2019 18:30,64.0695,60.28744417,3617.24665,11.09,0.10830808,10.18992634,11.41,110.6
1,962,4810,07/08/2019 18:35,64.07525,60.38638542,3623.183125,11.08,0.103509621,10.19014411,11.39,105.7
1,963,4815,07/08/2019 18:40,64.081,60.48532666,3629.1196,11.09,0.09185622,10.18362791,11.38,93.8
1,964,4820,07/08/2019 18:45,64.08675,60.5842679,3635.056074,11.15,0.060519343,10.1864801,11.37,61.8
1,965,4825,07/08/2019 18:50,64.0925,60.68320915,3640.992549,11.15,0.051637297,10.20323503,11.38,52.73
1,966,4830,07/08/2019 18:55,64.09825,60.78215039,3646.929024,11.15,0.036458498,10.19924608,11.34,37.23
1,967,4835,07/08/2019 19:00,64.104,60.88109164,3652.865498,11.17,0.02538287,10.21689507,11.35,25.92
1,968,4840,07/08/2019 19:05,64.10441667,60.95464776,3657.278866,11.17,0.023923747,10.22441611,11.34,24.43
1,969,4845,07/08/2019 19:10,64.10483333,61.02820389,3661.692233,11.17,0.025774581,10.19644684,11.27,26.32
1,970,4850,07/08/2019 19:15,64.10525,61.10176002,3666.105601,11.17,0.029858168,10.21269283,11.28,30.49
1,971,4855,07/08/2019 19:20,64.10566667,61.17531614,3670.518968,11.17,0.032453253,10.21725287,11.25,33.14
1,972,4860,07/08/2019 19:25,64.10608333,61.24887227,3674.932336,11.19,0.03028905,10.22899549,11.28,30.93
1,973,4865,07/08/2019 19:30,64.1065,61.32242839,3679.345704,11.19,0.023669135,10.20584912,11.23,24.17
1,974,4870,07/08/2019 19:35,64.10691667,61.39598452,3683.759071,11.18,0.020163322,10.21060449,11.22,20.59
1,975,4875,07/08/2019 19:40,64.10733333,61.46954065,3688.172439,11.18,0.019144873,10.22044458,11.22,19.55
1,976,4880,07/08/2019 19:45,64.10775,61.54309677,3692.585806,11.19,0.017715128,10.24186167,11.22,18.09
1,977,4885,07/08/2019 19:50,64.10816667,61.6166529,3696.999174,11.16,0.015492168,10.22829443,11.2,15.82
1,978,4890,07/08/2019 19:55,64.10858333,61.69020902,3701.412541,11.15,0.01447372,10.228725,11.19,14.78
1,979,4895,07/08/2019 20:00,64.109,61.76376515,3705.825909,11.14,0.014816467,10.2334004,11.16,15.13
1,980,4900,07/08/2019 20:05,64.11333333,61.81734342,3709.040605,11.12,0.014307243,10.23784663,11.18,14.61
1,981,4905,07/08/2019 20:10,64.11766667,61.87092168,3712.255301,11.14,0.014111387,10.24708898,11.18,14.41
1,982,4910,07/08/2019 20:15,64.122,61.92449995,3715.469997,11.11,0.013827397,10.25166782,11.16,14.12
1,983,4915,07/08/2019 20:20,64.12633333,61.97807822,3718.684693,11.11,0.012681642,10.27031441,11.17,12.95
1,984,4920,07/08/2019 20:25,64.13066667,62.03165648,3721.899389,11.1,0.010585989,10.25689498,11.14,10.81
1,985,4925,07/08/2019 20:30,64.135,62.08523475,3725.114085,11.07,0.008255308,10.25296963,11.12,8.43
1,986,4930,07/08/2019 20:35,64.13933333,62.13881302,3728.328781,11.08,0.006637542,10.25573801,11.12,6.778
1,987,4935,07/08/2019 20:40,64.14366667,62.19239129,3731.543477,11.05,0.004951227,10.26735866,11.11,5.056
1,988,4940,07/08/2019 20:45,64.148,62.24596955,3734.758173,11.05,0.003823099,10.26448877,11.08,3.904
1,989,4945,07/08/2019 20:50,64.15233333,62.29954782,3737.972869,11.07,0.002682241,10.28797664,11.13,2.739
1,990,4950,07/08/2019 20:55,64.15666667,62.35312609,3741.187565,11.05,0.001710798,10.27826221,11.07,1.747
1,991,4955,07/08/2019 21:00,64.161,62.40670435,3744.402261,11.07,0.00101649,10.27848513,11.05,1.038
1,992,4960,07/08/2019 21:05,64.13866667,62.44681111,3746.808666,11.08,0.000507266,10.2809373,11.07,0.518
1,993,4965,07/08/2019 21:10,64.11633333,62.48691786,3749.215072,11.06,0.000187042,10.30763389,11.05,0.191
1,994,4970,07/08/2019 21:15,64.094,62.52702461,3751.621477,11.06,1.96E-05,10.30065644,11.05,0.02
1,995,4975,07/08/2019 21:20,64.07166667,62.56713136,3754.027882,11.06,0,10.30807124,11.03,0
1,996,4980,07/08/2019 21:25,64.04933333,62.60723812,3756.434287,11.06,0,10.30323852,11.03,0
1,997,4985,07/08/2019 21:30,64.027,62.64734487,3758.840692,11.04,0,10.33390677,11.05,0
1,998,4990,07/08/2019 21:35,64.00466667,62.68745162,3761.247097,11.04,0,10.31302155,11.02,0
1,999,4995,07/08/2019 21:40,63.98233333,62.72755837,3763.653502,11.02,0,10.32292358,11.01,0
1,1000,5000,07/08/2019 21:45,63.96,62.76766513,3766.059908,11.02,0,10.32357443,11,0
1,1001,5005,07/08/2019 21:50,63.93766667,62.80777188,3768.466313,11.02,0,10.34742355,11.01,0
1,1002,5010,07/08/2019 21:55,63.91533333,62.84787863,3770.872718,11.01,0,10.32185827,10.98,0
1,1003,5015,07/08/2019 22:00,63.893,62.88798538,3773.279123,11.01,0,10.34602521,10.99,0
1,1004,5020,07/08/2019 22:05,61.5925,62.91097297,3774.658378,11.01,0,10.32940982,10.96,0
1,1005,5025,07/08/2019 22:10,59.292,62.93396057,3776.037634,11.02,0,10.33944322,10.96,0
1,1006,5030,07/08/2019 22:15,56.9915,62.95694816,3777.416889,11.03,0,10.35123322,10.94,0
1,1007,5035,07/08/2019 22:20,54.691,62.97993575,3778.796145,11.02,0,10.36510093,10.95,0
1,1008,5040,07/08/2019 22:25,52.3905,63.00292334,3780.1754,11.04,0,10.35026776,10.93,0
1,1009,5045,07/08/2019 22:30,50.09,63.02591093,3781.554656,11.03,0,10.36456408,10.94,0
1,1010,5050,07/08/2019 22:35,47.7895,63.04889853,3782.933912,11.03,0,10.36294774,10.91,0
1,1011,5055,07/08/2019 22:40,45.489,63.07188612,3784.313167,11.04,0,10.34908784,10.89,0
1,1012,5060,07/08/2019 22:45,43.1885,63.09487371,3785.692423,11.02,0,10.38978372,10.93,0
1,1013,5065,07/08/2019 22:50,40.888,63.1178613,3787.071678,11.02,0,10.36610123,10.88,0
1,1014,5070,07/08/2019 22:55,38.5875,63.14084889,3788.450934,11.02,0,10.38804948,10.89,0
1,1015,5075,07/08/2019 23:00,36.287,63.16383648,3789.830189,11.01,0,10.38282933,10.89,0
1,1016,5080,07/08/2019 23:05,35.4145,62.55220993,3753.132596,11,0,10.38034225,10.85,0
1,1017,5085,07/08/2019 23:10,34.542,61.94058338,3716.435003,10.99,0,10.39198922,10.86,0
1,1018,5090,07/08/2019 23:15,33.6695,61.32895682,3679.737409,10.98,0,10.39210116,10.85,0
1,1019,5095,07/08/2019 23:20,32.797,60.71733027,3643.039816,10.98,0,10.40442775,10.85,0
1,1020,5100,07/08/2019 23:25,31.9245,60.10570371,3606.342223,10.97,0,10.40977862,10.84,0
1,1021,5105,07/08/2019 23:30,31.052,59.49407716,3569.644629,10.94,0,10.41908628,10.82,0
1,1022,5110,07/08/2019 23:35,30.1795,58.8824506,3532.947036,10.92,0,10.41208951,10.8,0
1,1023,5115,07/08/2019 23:40,29.307,58.27082405,3496.249443,10.91,0,10.43608113,10.82,0
1,1024,5120,07/08/2019 23:45,28.4345,57.65919749,3459.55185,10.91,0,10.43378095,10.8,0
1,1025,5125,07/08/2019 23:50,27.562,57.04757094,3422.854256,10.9,0,10.42895876,10.79,0
1,1026,5130,07/08/2019 23:55,26.6895,56.43594439,3386.156663,10.89,0,10.44146304,10.81,0
1,1027,5135,08/08/2019 00:00,25.817,55.82431783,3349.45907,10.86,0,10.44168791,10.79,0
1,1028,5140,08/08/2019 00:05,25.49966667,55.14992594,3308.995556,10.86,0,10.43707827,10.77,0
1,1029,5145,08/08/2019 00:10,25.18233333,54.47553404,3268.532042,10.84,0,10.46370335,10.79,0
1,1030,5150,08/08/2019 00:15,24.865,53.80114215,3228.068529,10.82,0,10.46591699,10.78,0
1,1031,5155,08/08/2019 00:20,24.54766667,53.12675025,3187.605015,10.81,0,10.48524759,10.81,0
1,1032,5160,08/08/2019 00:25,24.23033333,52.45235835,3147.141501,10.77,0,10.48450165,10.76,0
1,1033,5165,08/08/2019 00:30,23.913,51.77796646,3106.677988,10.75,0,10.49391165,10.79,0
1,1034,5170,08/08/2019 00:35,23.59566667,51.10357456,3066.214474,10.72,0,10.5157938,10.79,0
1,1035,5175,08/08/2019 00:40,23.27833333,50.42918267,3025.75096,10.69,0,10.50302771,10.77,0
1,1036,5180,08/08/2019 00:45,22.961,49.75479077,2985.287446,10.67,0,10.48563389,10.74,0
1,1037,5185,08/08/2019 00:50,22.64366667,49.08039888,2944.823933,10.65,0,10.50972064,10.72,0
1,1038,5190,08/08/2019 00:55,22.32633333,48.40600698,2904.360419,10.61,0,10.51738326,10.74,0
1,1039,5195,08/08/2019 01:00,22.009,47.73161509,2863.896905,10.59,0,10.52017018,10.72,0
1,1040,5200,08/08/2019 01:05,22.02608333,47.16243825,2829.746295,10.57,0,10.55198421,10.75,0
1,1041,5205,08/08/2019 01:10,22.04316667,46.59326141,2795.595685,10.54,0,10.5275392,10.68,0
1,1042,5210,08/08/2019 01:15,22.06025,46.02408458,2761.445075,10.52,0,10.54739731,10.73,0
1,1043,5215,08/08/2019 01:20,22.07733333,45.45490774,2727.294464,10.5,0,10.53533248,10.71,0
1,1044,5220,08/08/2019 01:25,22.09441667,44.8857309,2693.143854,10.49,0,10.54292762,10.7,0
1,1045,5225,08/08/2019 01:30,22.1115,44.31655406,2658.993244,10.47,0,10.53812712,10.69,0
1,1046,5230,08/08/2019 01:35,22.12858333,43.74737723,2624.842634,10.44,0,10.56465689,10.71,0
1,1047,5235,08/08/2019 01:40,22.14566667,43.17820039,2590.692023,10.42,0,10.55480324,10.68,0
1,1048,5240,08/08/2019 01:45,22.16275,42.60902355,2556.541413,10.4,0,10.5612103,10.68,0
1,1049,5245,08/08/2019 01:50,22.17983333,42.03984671,2522.390803,10.39,0,10.55349125,10.66,0
1,1050,5250,08/08/2019 01:55,22.19691667,41.47066988,2488.240193,10.38,0,10.57592322,10.67,0
1,1051,5255,08/08/2019 02:00,22.214,40.90149304,2454.089582,10.36,0,10.56155151,10.65,0
1,1052,5260,08/08/2019 02:05,22.23341667,40.49445776,2429.667465,10.34,0,10.5738954,10.66,0
1,1053,5265,08/08/2019 02:10,22.25283333,40.08742248,2405.245349,10.33,0,10.58627174,10.65,0
1,1054,5270,08/08/2019 02:15,22.27225,39.68038719,2380.823232,10.3,0,10.57434722,10.63,0
1,1055,5275,08/08/2019 02:20,22.29166667,39.27335191,2356.401115,10.3,0,10.59447941,10.66,0
1,1056,5280,08/08/2019 02:25,22.31108333,38.86631663,2331.978998,10.29,0,10.54307837,10.59,0
1,1057,5285,08/08/2019 02:30,22.3305,38.45928135,2307.556881,10.26,0,10.57814784,10.62,0
1,1058,5290,08/08/2019 02:35,22.34991667,38.05224607,2283.134764,10.24,0,10.58018544,10.61,0
1,1059,5295,08/08/2019 02:40,22.36933333,37.64521079,2258.712647,10.22,0,10.59268265,10.6,0
1,1060,5300,08/08/2019 02:45,22.38875,37.23817551,2234.29053,10.21,0,10.56750422,10.59,0
1,1061,5305,08/08/2019 02:50,22.40816667,36.83114023,2209.868414,10.19,0,10.60757382,10.61,0
1,1062,5310,08/08/2019 02:55,22.42758333,36.42410494,2185.446297,10.17,0,10.58289294,10.58,0
1,1063,5315,08/08/2019 03:00,22.447,36.01706966,2161.02418,10.14,0,10.56515402,10.56,0
1,1064,5320,08/08/2019 03:05,22.36325,35.72565505,2143.539303,10.12,0,10.6246685,10.6,0
1,1065,5325,08/08/2019 03:10,22.2795,35.43424044,2126.054426,10.1,0,10.61460314,10.58,0
1,1066,5330,08/08/2019 03:15,22.19575,35.14282582,2108.569549,10.06,0,10.62706042,10.58,0
1,1067,5335,08/08/2019 03:20,22.112,34.85141121,2091.084673,10.05,0,10.63182661,10.58,0
1,1068,5340,08/08/2019 03:25,22.02825,34.55999659,2073.599796,10.02,0,10.62446028,10.57,0
1,1069,5345,08/08/2019 03:30,21.9445,34.26858198,2056.114919,10,0,10.63737644,10.57,0
1,1070,5350,08/08/2019 03:35,21.86075,33.97716737,2038.630042,9.97,0,10.65488132,10.59,0
1,1071,5355,08/08/2019 03:40,21.777,33.68575275,2021.145165,9.95,0,10.68555935,10.61,0
1,1072,5360,08/08/2019 03:45,21.69325,33.39433814,2003.660288,9.92,0,10.64520324,10.58,0
1,1073,5365,08/08/2019 03:50,21.6095,33.10292353,1986.175412,9.9,0,10.62718326,10.55,0
1,1074,5370,08/08/2019 03:55,21.52575,32.81150891,1968.690535,9.88,0,10.56529168,10.49,0
1,1075,5375,08/08/2019 04:00,21.442,32.5200943,1951.205658,9.87,0,10.61959771,10.54,0
1,1076,5380,08/08/2019 04:05,23.04116667,32.28524841,1937.114904,9.86,5.29E-05,10.58022744,10.5,0.054
1,1077,5385,08/08/2019 04:10,24.64033333,32.05040251,1923.024151,9.83,0.0002174,10.58765746,10.49,0.222
1,1078,5390,08/08/2019 04:15,26.2395,31.81555662,1908.933397,9.82,0.000585608,10.50104028,10.43,0.598
1,1079,5395,08/08/2019 04:20,27.83866667,31.58071073,1894.842644,9.8,0.001068392,10.5546648,10.47,1.091
1,1080,5400,08/08/2019 04:25,29.43783333,31.34586483,1880.75189,9.79,0.001505149,10.53800429,10.43,1.537
1,1081,5405,08/08/2019 04:30,31.037,31.11101894,1866.661136,9.79,0.002126991,10.5752879,10.48,2.172
1,1082,5410,08/08/2019 04:35,32.63616667,30.87617305,1852.570383,9.77,0.002889848,10.55856591,10.45,2.951
1,1083,5415,08/08/2019 04:40,34.23533333,30.64132715,1838.479629,9.77,0.003720275,10.59069204,10.48,3.799
1,1084,5420,08/08/2019 04:45,35.8345,30.40648126,1824.388876,9.77,0.005042299,10.60503236,10.47,5.149
1,1085,5425,08/08/2019 04:50,37.43366667,30.17163537,1810.298122,9.77,0.007396482,10.60007143,10.45,7.553
1,1086,5430,08/08/2019 04:55,39.03283333,29.93678947,1796.207368,9.78,0.010350962,10.62721214,10.47,10.57
1,1087,5435,08/08/2019 05:00,40.632,29.70194358,1782.116615,9.8,0.014610819,10.60211236,10.45,14.92
1,1088,5440,08/08/2019 05:05,41.062,29.93377488,1796.026493,9.8,0.019340729,10.65152383,10.49,19.75
1,1089,5445,08/08/2019 05:10,41.492,30.16560618,1809.936371,9.82,0.022278561,10.60212074,10.43,22.75
1,1090,5450,08/08/2019 05:15,41.922,30.39743748,1823.846249,9.86,0.023796441,10.59715245,10.44,24.3
1,1091,5455,08/08/2019 05:20,42.352,30.62926878,1837.756127,9.88,0.030504491,10.63414914,10.45,31.15
1,1092,5460,08/08/2019 05:25,42.782,30.86110008,1851.666005,9.9,0.034548907,10.639255,10.45,35.28
1,1093,5465,08/08/2019 05:30,43.212,31.09293138,1865.575883,9.92,0.033481494,10.64458813,10.45,34.19
1,1094,5470,08/08/2019 05:35,43.642,31.32476268,1879.485761,9.96,0.036252849,10.67137213,10.47,37.02
1,1095,5475,08/08/2019 05:40,44.072,31.55659398,1893.395639,9.99,0.048914906,10.64337374,10.43,49.95
1,1096,5480,08/08/2019 05:45,44.502,31.78842528,1907.305517,10.01,0.067384078,10.68874634,10.49,68.81
1,1097,5485,08/08/2019 05:50,44.932,32.02025658,1921.215395,10.06,0.066492935,10.68690009,10.48,67.9
1,1098,5490,08/08/2019 05:55,45.362,32.25208787,1935.125272,10.1,0.05305725,10.67683784,10.48,54.18
1,1099,5495,08/08/2019 06:00,45.792,32.48391917,1949.03515,10.14,0.050364237,10.69512485,10.49,51.43
