reach,date_time,Qi,Q,Ci,PAR,Cs,Cobs,PAR_umol
1,06/08/2019 15:05,57.0398013,53.39645693,11.04,0.147185393,10.50347638,11.25,150.3
1,06/08/2019 15:10,57.84203154,53.19664962,11.03,0.156096818,10.50824806,11.26,159.4
1,06/08/2019 15:15,58.44125203,53.04923642,11.04,0.162462121,10.50357861,11.27,165.9
1,06/08/2019 15:20,58.91819928,52.95548916,11.02,0.177347137,10.49848016,11.27,181.1
1,06/08/2019 15:25,59.32185171,52.91480944,11.04,0.189098466,10.52035327,11.3,193.1
1,06/08/2019 15:30,59.68170606,52.92558745,11.04,0.235222431,10.49494511,11.27,240.2
1,06/08/2019 15:35,60.01545097,52.98570606,11.05,0.289180616,10.52414539,11.33,295.3
1,06/08/2019 15:40,60.33366346,53.09284526,11.07,0.315327323,10.51169079,11.32,322
1,06/08/2019 15:45,60.64264374,53.24463904,11.08,0.314543901,10.51169079,11.32,321.2
1,06/08/2019 15:50,60.9461392,53.43877225,11.1,0.305632477,10.50647299,11.32,312.1
1,06/08/2019 15:55,61.24638325,53.67303065,11.1,0.186454417,10.50067705,11.33,190.4
1,06/08/2019 16:00,61.54470066,53.94531452,11.11,0.128579123,10.54514533,11.38,131.3
1,06/08/2019 16:05,61.84187641,54.24025349,11.12,0.141995223,10.55799299,11.39,145
1,06/08/2019 16:10,62.13837465,54.54856924,11.11,0.138078113,10.52252186,11.36,141
1,06/08/2019 16:15,62.47487537,54.86468657,11.13,0.147577104,10.52332137,11.38,150.7
1,06/08/2019 16:20,62.83495964,55.18525977,11.13,0.165889592,10.50500499,11.35,169.4
1,06/08/2019 16:25,63.20893692,55.50828685,11.17,0.161286988,10.52135467,11.36,164.7
1,06/08/2019 16:30,63.59108726,55.83257915,11.16,0.15903465,10.54565172,11.42,162.4
1,06/08/2019 16:35,63.97803863,56.1574221,11.16,0.181460102,10.54085056,11.41,185.3
1,06/08/2019 16:40,64.36780304,56.48239937,11.2,0.181068391,10.54832987,11.42,184.9
1,06/08/2019 16:45,64.75921049,56.80726362,11.2,0.163637254,10.53538213,11.43,167.1
1,06/08/2019 16:50,65.15157358,57.13891542,11.23,0.12564129,10.54766893,11.43,128.3
1,06/08/2019 16:55,65.54449061,57.48320036,11.23,0.104293043,10.53940869,11.44,106.5
1,06/08/2019 17:00,65.93772517,57.82868332,11.24,0.094794052,10.55438797,11.44,96.8
1,06/08/2019 17:05,66.33114001,58.17692465,11.25,0.092541714,10.53527475,11.42,94.5
1,06/08/2019 17:10,66.72465356,58.52872964,11.25,0.0857847,10.56556608,11.45,87.6
1,06/08/2019 17:15,66.95684683,58.88445376,11.25,0.096850535,10.53337431,11.41,98.9
1,06/08/2019 17:20,67.09550994,59.24419964,11.27,0.107916369,10.53626683,11.41,110.2
1,06/08/2019 17:25,67.1800808,59.60791932,11.25,0.113498251,10.54666952,11.45,115.9
1,06/08/2019 17:30,67.23341214,59.97549529,11.25,0.128970834,10.53472563,11.42,131.7
1,06/08/2019 17:35,67.26871391,60.34675039,11.26,0.151885925,10.54689558,11.44,155.1
1,06/08/2019 17:40,67.2936204,60.72149064,11.27,0.159720144,10.55428162,11.43,163.1
1,06/08/2019 17:45,67.31253185,61.09952199,11.29,0.167652291,10.54634458,11.44,171.2
1,06/08/2019 17:50,67.32798554,61.48064862,11.28,0.168239857,10.54623585,11.44,171.8
1,06/08/2019 17:55,67.34144472,61.86467511,11.29,0.172646606,10.54400405,11.42,176.3
1,06/08/2019 18:00,67.35375837,62.23950233,11.3,0.175094799,10.54187444,11.42,178.8
1,06/08/2019 18:05,67.36541073,62.59871368,11.3,0.177249209,10.54635318,11.42,181
1,06/08/2019 18:10,67.37667925,62.93919753,11.3,0.177347137,10.56852133,11.44,181.1
1,06/08/2019 18:15,67.3916507,63.25974486,11.32,0.175290655,10.53618604,11.44,179
1,06/08/2019 18:20,67.40875528,63.56023177,11.32,0.1867482,10.55038073,11.45,190.7
1,06/08/2019 18:25,67.42708682,63.84113358,11.31,0.184495862,10.5527375,11.44,188.4
1,06/08/2019 18:30,67.44612872,64.10325444,11.32,0.164910314,10.57492326,11.48,168.4
1,06/08/2019 18:35,67.46557807,64.34755478,11.31,0.113498251,10.55038566,11.44,115.9
1,06/08/2019 18:40,67.48526275,64.57505962,11.3,0.083728218,10.54535252,11.45,85.5
1,06/08/2019 18:45,67.50508317,64.78681578,11.29,0.08274894,10.55228996,11.46,84.5
1,06/08/2019 18:50,67.52498022,64.98383713,11.3,0.062282043,10.55820721,11.46,63.6
1,06/08/2019 18:55,67.54492341,65.16711851,11.29,0.046956351,10.55820598,11.46,47.95
1,06/08/2019 19:00,67.56488942,65.33825508,11.27,0.044322095,10.55629722,11.45,45.26
1,06/08/2019 19:05,67.58487157,65.49895233,11.25,0.040826075,10.58344667,11.48,41.69
1,06/08/2019 19:10,67.60486484,65.6490515,11.25,0.038994826,10.54891585,11.44,39.82
1,06/08/2019 19:15,67.61354773,65.78933587,11.23,0.05835514,10.59324304,11.48,59.59
1,06/08/2019 19:20,67.61571868,65.92053249,11.22,0.051793982,10.58334251,11.46,52.89
1,06/08/2019 19:25,67.61414118,66.04331362,11.21,0.039837005,10.5682985,11.45,40.68
1,06/08/2019 19:30,67.61040661,66.15829404,11.19,0.036262642,10.57055331,11.43,37.03
1,06/08/2019 19:35,67.6054285,66.26604908,11.17,0.032257398,10.57730343,11.43,32.94
1,06/08/2019 19:40,67.59973153,66.36711531,11.17,0.02912371,10.57786228,11.41,29.74
1,06/08/2019 19:45,67.593623,66.46198711,11.15,0.024873646,10.5905539,11.45,25.4
1,06/08/2019 19:50,67.58727796,66.55112934,11.14,0.022219804,10.58582014,11.46,22.69
1,06/08/2019 19:55,67.58079643,66.63409368,11.13,0.017274453,10.59348987,11.41,17.64
1,06/08/2019 20:00,67.57423921,66.71081883,11.1,0.014806674,10.5718918,11.39,15.12
1,06/08/2019 20:05,67.567633,66.78148731,11.09,0.013063561,10.59943768,11.43,13.34
1,06/08/2019 20:10,67.56100289,66.84639129,11.09,0.011956977,10.59685901,11.4,12.21
1,06/08/2019 20:15,67.56195487,66.9058715,11.07,0.009303135,10.58190299,11.35,9.5
1,06/08/2019 20:20,67.56727388,66.96028209,11.06,0.007780359,10.59720392,11.36,7.945
1,06/08/2019 20:25,67.575112,67.00997878,11.04,0.0072633,10.6093932,11.37,7.417
1,06/08/2019 20:30,67.58439724,67.05530471,11.02,0.006416226,10.59506057,11.35,6.552
1,06/08/2019 20:35,67.59451396,67.09658589,11,0.005031527,10.58345705,11.33,5.138
1,06/08/2019 20:40,67.60511434,67.13412574,10.99,0.004048333,10.58627011,11.31,4.134
1,06/08/2019 20:45,67.61598884,67.16821265,10.98,0.003065138,10.60621574,11.31,3.13
1,06/08/2019 20:50,67.62702573,67.19911748,10.98,0.002189664,10.59663712,11.27,2.236
1,06/08/2019 20:55,67.6381541,67.22767535,10.96,0.001055661,10.59977619,11.28,1.078
1,06/08/2019 21:00,67.64933419,67.25440848,10.95,0.000645344,10.5976261,11.28,0.659
1,06/08/2019 21:05,67.66054462,67.27966072,10.94,0.000369188,10.59515901,11.25,0.377
1,06/08/2019 21:10,67.67177053,67.30366398,10.93,0.00016256,10.59020723,11.24,0.166
1,06/08/2019 21:15,67.66875569,67.32657565,10.91,4.70E-05,10.59312834,11.23,0.048
1,06/08/2019 21:20,67.65754598,67.34852638,10.98,0,10.59605308,11.22,0
1,06/08/2019 21:25,67.64161133,67.36961116,10.98,0,10.6086802,11.22,0
1,06/08/2019 21:30,67.62296287,67.38990967,10.97,0,10.59876181,11.2,0
1,06/08/2019 21:35,67.60275387,67.4094891,10.97,0,10.60362058,11.18,0
1,06/08/2019 21:40,67.58164577,67.42841108,10.98,0,10.60372743,11.19,0
1,06/08/2019 21:45,67.56002078,67.44672909,10.99,0,10.605774,11.17,0
1,06/08/2019 21:50,67.53809583,67.46448722,10.96,0,10.60781655,11.17,0
1,06/08/2019 21:55,67.51600059,67.4806122,10.98,0,10.60815535,11.15,0
1,06/08/2019 22:00,67.4938087,67.49458197,10.97,0,10.60027243,11.13,0
1,06/08/2019 22:05,67.47155691,67.50619245,10.95,0,10.61042833,11.12,0
1,06/08/2019 22:10,67.44927362,67.51541447,10.97,0,10.620489,11.12,0
1,06/08/2019 22:15,67.12132317,67.52231435,10.97,0,10.61540372,11.11,0
1,06/08/2019 22:20,66.61812929,67.52700068,10.97,0,10.61789836,11.1,0
1,06/08/2019 22:25,66.01468711,67.52960916,10.97,0,10.61508038,11.09,0
1,06/08/2019 22:30,65.35392675,67.53028008,10.99,0,10.61519579,11.08,0
1,06/08/2019 22:35,64.6603796,67.52915143,10.97,0,10.62050947,11.06,0
1,06/08/2019 22:40,63.94806981,67.52635914,10.98,0,10.6234416,11.06,0
1,06/08/2019 22:45,63.22501876,67.52203004,10.97,0,10.62648925,11.05,0
1,06/08/2019 22:50,62.49582703,67.51628305,10.97,0,10.63474648,11.05,0
1,06/08/2019 22:55,61.76313418,67.48509384,10.97,0,10.63701865,11.05,0
1,06/08/2019 23:00,61.02846146,67.41667012,10.96,0,10.63702704,11.03,0
1,06/08/2019 23:05,60.29268596,67.30614497,10.95,0,10.63702584,11.03,0
1,06/08/2019 23:10,59.55631289,67.15249596,10.95,0,10.63963738,11.02,0
1,06/08/2019 23:15,58.53371595,66.95677995,10.96,0,10.65191171,11.01,0
1,06/08/2019 23:20,57.34501096,66.72113163,10.96,0,10.64386705,10.99,0
1,06/08/2019 23:25,56.06006297,66.44817875,10.95,0,10.64342238,10.99,0
1,06/08/2019 23:30,54.71941298,66.14073096,10.94,0,10.64875719,10.98,0
1,06/08/2019 23:35,53.34660319,65.80159191,10.94,0,10.64831592,10.98,0
1,06/08/2019 23:40,51.95534815,65.43346797,10.93,0,10.65409879,10.97,0
1,06/08/2019 23:45,50.55366885,65.0762525,10.92,0,10.66444634,10.98,0
1,06/08/2019 23:50,49.14628411,64.71073126,10.91,0,10.65682972,10.95,0
1,06/08/2019 23:55,47.73600066,64.31879577,10.89,0,10.66456939,10.94,0
1,07/08/2019 00:00,46.32450452,63.881271,10.89,0,10.66413228,10.92,0
1,07/08/2019 00:05,44.91283408,63.38993505,10.86,0,10.67689647,10.93,0
1,07/08/2019 00:10,43.50164162,62.84270689,10.85,0,10.67405297,10.93,0
1,07/08/2019 00:15,42.2577796,62.24087053,10.83,0,10.67645885,10.92,0
1,07/08/2019 00:20,41.11627063,61.58745667,10.83,0,10.68695736,10.92,0
1,07/08/2019 00:25,40.03791733,60.88632865,10.84,0,10.69713764,10.93,0
1,07/08/2019 00:30,38.99886391,60.14165419,10.83,0,10.70986385,10.92,0
1,07/08/2019 00:35,37.98450136,59.35761886,10.82,0,10.70163296,10.9,0
1,07/08/2019 00:40,36.9858324,58.53826268,10.8,0,10.72149444,10.93,0
1,07/08/2019 00:45,35.99729679,57.68740604,10.79,0,10.72127832,10.91,0
1,07/08/2019 00:50,35.01544459,56.83377546,10.79,0,10.71061878,10.88,0
1,07/08/2019 00:55,34.03814383,56.02356068,10.78,0,10.70556952,10.88,0
1,07/08/2019 01:00,33.06407091,55.18297085,10.77,0,10.71578135,10.89,0
1,07/08/2019 01:05,32.09241635,54.32645201,10.75,0,10.73305344,10.89,0
1,07/08/2019 01:10,31.12269077,53.46262397,10.75,0,10.72557978,10.85,0
1,07/08/2019 01:15,30.35771127,52.59663147,10.73,0,10.75602545,10.88,0
1,07/08/2019 01:20,29.72556474,51.73153909,10.73,0,10.72558099,10.85,0
1,07/08/2019 01:25,29.18031647,50.86915597,10.73,0,10.74287371,10.87,0
1,07/08/2019 01:30,28.69227932,50.04798281,10.71,0,10.74784879,10.85,0
1,07/08/2019 01:35,28.24209277,49.25083023,10.7,0,10.73725206,10.83,0
1,07/08/2019 01:40,27.8170608,48.45296466,10.66,0,10.76000455,10.85,0
1,07/08/2019 01:45,27.40880731,47.65518126,10.66,0,10.76808476,10.88,0
1,07/08/2019 01:50,27.0117845,46.8580735,10.65,0,10.74200022,10.81,0
1,07/08/2019 01:55,26.62231481,46.06211189,10.62,0,10.77529388,10.86,0
1,07/08/2019 02:00,26.23794483,45.26767895,10.6,0,10.7695355,10.82,0
1,07/08/2019 02:05,25.85703696,44.52905882,10.57,0,10.77196885,10.83,0
1,07/08/2019 02:10,25.47849776,43.78796534,10.54,0,10.75172717,10.78,0
1,07/08/2019 02:15,25.25335179,43.05603594,10.52,0,10.7592381,10.8,0
1,07/08/2019 02:20,25.13254525,42.33980392,10.49,0,10.77963475,10.81,0
1,07/08/2019 02:25,25.08313745,41.64267378,10.46,0,10.77397119,10.8,0
1,07/08/2019 02:30,25.08278337,40.96613036,10.45,0,10.77907811,10.8,0
1,07/08/2019 02:35,25.11621735,40.33354228,10.4,0,10.78174849,10.79,0
1,07/08/2019 02:40,25.17296214,39.71846753,10.39,0,10.79141079,10.8,0
1,07/08/2019 02:45,25.24580304,39.12084017,10.35,0,10.77020373,10.75,0
1,07/08/2019 02:50,25.32976117,38.5401797,10.34,0,10.76765617,10.75,0
1,07/08/2019 02:55,25.42139971,37.9757785,10.31,0,10.77230943,10.74,0
1,07/08/2019 03:00,25.51834359,37.42681172,10.29,0,10.7855302,10.74,0
1,07/08/2019 03:05,25.61894884,36.90868175,10.27,0,10.77299134,10.72,0
1,07/08/2019 03:10,25.72208048,36.40488163,10.27,0,10.78530667,10.74,0
1,07/08/2019 03:15,25.72892896,35.9126347,10.25,0,10.77997687,10.72,0
1,07/08/2019 03:20,25.66964355,35.4312676,10.23,0,10.77697734,10.71,0
1,07/08/2019 03:25,25.56507226,34.967013,10.18,0,10.80500625,10.73,0
1,07/08/2019 03:30,25.42954552,34.523343,10.19,0,10.78464461,10.7,0
1,07/08/2019 03:35,25.2728779,34.10310588,10.16,0,10.78198114,10.69,0
1,07/08/2019 03:40,25.1017762,33.7045732,10.14,0,10.78198357,10.69,0
1,07/08/2019 03:45,24.92081855,33.32734863,10.12,0,10.79511357,10.68,0
1,07/08/2019 03:50,24.73313099,32.97143001,10.11,0,10.80045846,10.69,0
1,07/08/2019 03:55,24.54084673,32.63639812,10.09,0,10.78777815,10.67,0
1,07/08/2019 04:00,24.34542172,32.32156552,10.08,1.76E-05,10.8057,10.69,0.018
1,07/08/2019 04:05,24.14784987,32.02610365,10.06,0.000123389,10.79011878,10.65,0.126
1,07/08/2019 04:10,23.94881356,31.74911371,10.04,0.000313369,10.78778663,10.64,0.32
1,07/08/2019 04:15,24.61172608,31.48565755,10.03,0.000756981,10.79734823,10.65,0.773
1,07/08/2019 04:20,25.88849466,31.23891356,10.01,0.001378823,10.7941147,10.64,1.408
1,07/08/2019 04:25,27.61133378,31.00803771,10.01,0.002291509,10.7991264,10.64,2.34
1,07/08/2019 04:30,29.65896651,30.79221383,9.99,0.003396134,10.78866831,10.62,3.468
1,07/08/2019 04:35,31.94032383,30.58668192,9.97,0.004562453,10.79156325,10.62,4.659
1,07/08/2019 04:40,34.38619593,30.38820619,9.95,0.006853963,10.80927336,10.64,6.999
1,07/08/2019 04:45,36.944362,30.19458795,9.94,0.009518576,10.79679789,10.62,9.72
1,07/08/2019 04:50,39.57615945,30.00433586,9.94,0.015404034,10.79613023,10.6,15.73
1,07/08/2019 04:55,42.25370565,29.81643771,9.94,0.01803829,10.80181292,10.61,18.42
1,07/08/2019 05:00,44.95750115,29.63020429,9.94,0.021044671,10.78679573,10.59,21.49
1,07/08/2019 05:05,47.67436983,29.44516966,9.94,0.023463487,10.79424294,10.6,23.96
1,07/08/2019 05:10,50.39576294,29.268333,9.95,0.02421753,10.79402165,10.59,24.73
1,07/08/2019 05:15,52.27985928,29.09198294,9.98,0.031904858,10.79157538,10.59,32.58
1,07/08/2019 05:20,53.62816451,28.91592461,9.99,0.037369226,10.79858568,10.58,38.16
1,07/08/2019 05:25,54.64092262,28.74003279,10.02,0.038661872,10.79357665,10.58,39.48
1,07/08/2019 05:30,55.44635602,28.56422661,10.05,0.046662568,10.80683564,10.6,47.65
1,07/08/2019 05:35,56.12480939,28.3884562,10.09,0.047073865,10.79436268,10.58,48.07
1,07/08/2019 05:40,56.72594137,28.24531293,10.12,0.049345788,10.79169024,10.58,50.39
1,07/08/2019 05:45,57.28019172,28.15629879,10.19,0.051372892,10.79703621,10.58,52.46
1,07/08/2019 05:50,57.80610602,28.13574996,10.25,0.050736362,10.80170766,10.59,51.81
1,07/08/2019 05:55,58.3149318,28.19321732,10.35,0.054300932,10.79669632,10.59,55.45
1,07/08/2019 06:00,58.81347362,28.33501669,10.46,0.054281346,10.80917168,10.61,55.43
1,07/08/2019 06:05,59.30582981,28.56529421,10.57,0.057865502,10.79402408,10.59,59.09
1,07/08/2019 06:10,59.7944717,28.88679582,10.65,0.063750959,10.80505731,10.6,65.1
1,07/08/2019 06:15,60.29044642,29.30142212,10.71,0.062987122,10.80505852,10.6,64.32
1,07/08/2019 06:20,60.79078278,29.89105699,10.75,0.066708376,10.80404659,10.59,68.12
1,07/08/2019 06:25,61.29369842,30.60410022,10.81,0.076089854,10.79590403,10.6,77.7
1,07/08/2019 06:30,61.79813108,31.41466896,10.84,0.082553085,10.79368062,10.6,84.3
1,07/08/2019 06:35,62.30345234,32.32795753,10.88,0.09577333,10.7911232,10.6,97.8
1,07/08/2019 06:40,62.80928788,33.28670885,10.98,0.106545381,10.7935633,10.62,108.8
1,07/08/2019 06:45,63.31540859,34.26270689,11.01,0.118198782,10.80079514,10.62,120.7
1,07/08/2019 06:50,63.82168468,35.27540177,11.04,0.143562067,10.80625805,10.63,146.6
1,07/08/2019 06:55,64.3280377,36.29338728,11.07,0.197324396,10.7956681,10.63,201.5
1,07/08/2019 07:00,64.83442481,37.31261692,11.11,0.235124504,10.80802224,10.67,240.1
1,07/08/2019 07:05,65.34081653,38.35421566,11.12,0.212601124,10.78475092,10.65,217.1
1,07/08/2019 07:10,65.84720176,39.39406515,11.14,0.245015205,10.79787646,10.67,250.2
1,07/08/2019 07:15,65.84111817,40.42941967,11.16,0.240314674,10.7907567,10.67,245.4
1,07/08/2019 07:20,65.53800027,41.47226229,11.2,0.248638532,10.80389629,10.69,253.9
1,07/08/2019 07:25,65.06364578,42.52258868,11.21,0.290061966,10.80099342,10.7,296.2
1,07/08/2019 07:30,64.49079574,43.56548835,11.23,0.285263507,10.78296275,10.69,291.3
1,07/08/2019 07:35,63.86132119,44.59995453,11.25,0.406106338,10.79529644,10.72,414.7
1,07/08/2019 07:40,63.19928448,45.63512326,11.26,0.456245341,10.78949779,10.73,465.9
1,07/08/2019 07:45,62.51851315,46.6789254,11.28,0.493164099,10.79183229,10.73,503.6
1,07/08/2019 07:50,61.82695801,47.71108006,11.28,0.533020689,10.77870737,10.73,544.3
1,07/08/2019 07:55,61.12920094,48.73082352,11.28,0.597555069,10.77303499,10.74,610.2
1,07/08/2019 08:00,60.42788722,49.73748948,11.31,0.621743221,10.77602988,10.76,634.9
1,07/08/2019 08:05,59.72454695,50.73043649,11.34,0.642308047,10.76859454,10.77,655.9
1,07/08/2019 08:10,59.02006662,51.65787348,11.35,0.653373881,10.76060617,10.78,667.2
1,07/08/2019 08:15,58.58882265,52.50977746,11.34,0.678835094,10.75218046,10.79,693.2
1,07/08/2019 08:20,58.31812704,53.28111236,11.35,0.699008208,10.76490269,10.82,713.8
1,07/08/2019 08:25,58.14221086,53.97015639,11.35,0.721139877,10.75283946,10.83,736.4
1,07/08/2019 08:30,58.02240022,54.5773146,11.36,0.733282917,10.75515752,10.83,748.8
1,07/08/2019 08:35,57.93587001,55.10432426,11.36,0.74483839,10.73945453,10.84,760.6
1,07/08/2019 08:40,57.8690969,55.55379698,11.35,0.767949337,10.73612893,10.85,784.2
1,07/08/2019 08:45,57.81406078,55.92889545,11.35,0.784401197,10.72221981,10.86,801
1,07/08/2019 08:50,57.7660034,56.23312402,11.33,0.792235417,10.71957382,10.87,809
1,07/08/2019 08:55,57.72209503,56.47017442,11.34,0.820634461,10.74205414,10.88,838
1,07/08/2019 09:00,57.68065358,56.64382648,11.31,0.829447958,10.73024897,10.91,847
1,07/08/2019 09:05,57.64068101,56.77658662,11.32,0.825530848,10.72253297,10.92,843
1,07/08/2019 09:10,57.60158223,56.88199118,11.32,0.853929893,10.72439236,10.92,872
1,07/08/2019 09:15,57.58129749,56.96828249,11.3,0.882328937,10.72185471,10.94,901
1,07/08/2019 09:20,57.57221605,57.03918334,11.3,0.90387304,10.67666936,10.92,923
1,07/08/2019 09:25,57.56980433,57.09612855,11.32,0.918562201,10.71435965,10.97,938
1,07/08/2019 09:30,57.57136745,57.14542927,11.31,0.781659221,10.7219479,10.98,798.2
1,07/08/2019 09:35,57.57529512,57.18807326,11.31,0.875473996,10.67610158,10.95,894
1,07/08/2019 09:40,57.58063425,57.22479081,11.29,0.93423064,10.68570742,10.98,954
1,07/08/2019 09:45,57.58681289,57.25614969,11.29,0.78733903,10.68010981,11,804
1,07/08/2019 09:50,57.5934932,57.28261324,11.29,0.727994819,10.67529494,11.02,743.4
1,07/08/2019 09:55,57.60047137,57.3045721,11.3,0.597065431,10.66035247,11,609.7
1,07/08/2019 10:00,57.60762561,57.3236297,11.28,0.616357196,10.65328558,10.98,629.4
1,07/08/2019 10:05,57.61488873,57.3407536,11.28,1.086997914,10.63338642,11,1110
1,07/08/2019 10:10,57.62221098,57.35653579,11.28,1.225076027,10.61832118,10.99,1251
1,07/08/2019 10:15,57.59169561,57.37134244,11.27,1.214303976,10.65247934,11.06,1240
1,07/08/2019 10:20,57.53865385,57.38540038,11.26,1.296563278,10.62639451,11.02,1324
1,07/08/2019 10:25,57.47220782,57.39885855,11.27,1.133023952,10.5987895,11.05,1157
1,07/08/2019 10:30,57.39778591,57.41181946,11.27,0.510301453,10.61629192,11.08,521.1
1,07/08/2019 10:35,57.31861596,57.42435097,11.26,0.769907892,10.61619857,11.04,786.2
1,07/08/2019 10:40,57.23662271,57.43650076,11.26,1.265226401,10.58270148,11.04,1292
1,07/08/2019 10:45,57.15294829,57.44830533,11.26,1.190801318,10.60390339,11.09,1216
1,07/08/2019 10:50,57.06827172,57.45980118,11.28,1.067412366,10.56888939,11.07,1090
1,07/08/2019 10:55,56.9829991,57.47100474,11.26,1.202552647,10.55363445,11.08,1228
1,07/08/2019 11:00,56.89737251,57.47933731,11.26,1.134003229,10.55363445,11.08,1158
1,07/08/2019 11:05,56.81153267,57.48343195,11.25,1.227034582,10.53161139,11.06,1253
1,07/08/2019 11:10,56.72556786,57.48265892,11.24,1.333775819,10.54826177,11.1,1362
1,07/08/2019 11:15,56.72087668,57.47679976,11.23,1.284811949,10.50724157,11.08,1312
1,07/08/2019 11:20,56.7647364,57.46587873,11.23,1.076225863,10.48813598,11.09,1099
1,07/08/2019 11:25,56.83762444,57.4500586,11.22,0.896038821,10.49067552,11.11,915
1,07/08/2019 11:30,56.92787857,57.4295604,11.23,1.069370921,10.49299831,11.13,1092
1,07/08/2019 11:35,57.02852227,57.40464269,11.23,0.988090897,10.45706464,11.1,1009
1,07/08/2019 11:40,57.13538253,57.37557656,11.22,0.972422458,10.46180216,11.12,993
1,07/08/2019 11:45,57.24595809,57.34262407,11.19,1.000821503,10.43779423,11.12,1022
1,07/08/2019 11:50,57.35875658,57.30604438,11.2,0.968505349,10.44439109,11.14,989
1,07/08/2019 11:55,57.47288091,57.26608601,11.2,0.711347103,10.41805055,11.12,726.4
1,07/08/2019 12:00,57.58779925,57.22857778,11.19,0.418347305,10.4257139,11.13,427.2
1,07/08/2019 12:05,57.70318995,57.196682,11.15,0.396803202,10.42122064,11.12,405.2
1,07/08/2019 12:10,57.81886195,57.17200102,11.16,0.371537846,10.41629249,11.12,379.4
1,07/08/2019 12:15,57.69612549,57.15522649,11.15,0.372321267,10.40165198,11.09,380.2
1,07/08/2019 12:20,57.43175067,57.14652246,11.15,0.42118721,10.4016409,11.12,430.1
1,07/08/2019 12:25,57.08343467,57.14575721,11.12,0.480041781,10.38680854,11.12,490.2
1,07/08/2019 12:30,56.68541894,57.15264001,11.13,0.452426159,10.38179662,11.13,462
1,07/08/2019 12:35,56.25798147,57.16680229,11.13,0.481804481,10.37211733,11.13,492
1,07/08/2019 12:40,55.81311349,57.18784013,11.1,0.641818408,10.36962251,11.12,655.4
1,07/08/2019 12:45,55.35791845,57.21533914,11.11,0.831406513,10.35497483,11.13,849
1,07/08/2019 12:50,54.89659876,57.24889498,11.13,0.992008006,10.34501545,11.13,1013
1,07/08/2019 12:55,54.43164919,57.28811804,11.13,1.17121577,10.32353017,11.12,1196
1,07/08/2019 13:00,53.96454946,57.3162106,11.15,1.185904931,10.31943022,11.14,1211
1,07/08/2019 13:05,53.49618347,57.32416927,11.13,1.045868263,10.31017518,11.14,1068
1,07/08/2019 13:10,53.0270741,57.30759189,11.13,0.945002691,10.3003965,11.15,965
1,07/08/2019 13:15,52.63845021,57.26476427,11.14,0.892121711,10.28335127,11.15,911
1,07/08/2019 13:20,52.29818189,57.1955173,11.15,0.826510126,10.28806465,11.15,844
1,07/08/2019 13:25,51.98703834,57.10055057,11.16,0.806924578,10.26956084,11.16,824
1,07/08/2019 13:30,51.69347342,56.99298236,11.15,0.875473996,10.27255218,11.16,894
1,07/08/2019 13:35,51.41053216,56.88100573,11.14,0.867639776,10.26859967,11.17,886
1,07/08/2019 13:40,51.13402163,56.74535317,11.14,0.749538922,10.26357789,11.19,765.4
1,07/08/2019 13:45,50.86141179,56.58753312,11.11,0.641916336,10.263573,11.2,655.5
1,07/08/2019 13:50,50.59117175,56.40906294,11.12,0.711445031,10.25643073,11.21,726.5
1,07/08/2019 13:55,50.32237162,56.21142285,11.11,0.870577609,10.2519615,11.2,889
1,07/08/2019 14:00,50.05445161,55.99603399,11.12,0.65778063,10.24016009,11.2,671.7
1,07/08/2019 14:05,49.78706518,55.76967505,11.1,0.631535995,10.24993307,11.22,644.9
1,07/08/2019 14:10,49.52001709,55.53644459,11.11,0.679226805,10.23357369,11.22,693.6
1,07/08/2019 14:15,49.83314312,55.29882815,11.11,0.758842057,10.22371184,11.23,774.9
1,07/08/2019 14:20,50.50434855,55.05834221,11.09,0.822593016,10.23091281,11.24,840
1,07/08/2019 14:25,51.39809134,54.81592101,11.1,0.931292807,10.23981011,11.28,951
1,07/08/2019 14:30,52.43037423,54.57214374,11.09,1.03215838,10.23747297,11.28,1054
1,07/08/2019 14:35,53.5487479,54.32737808,11.09,1.036075489,10.21575011,11.27,1058
1,07/08/2019 14:40,54.72037842,54.08186508,11.1,1.040971876,10.21700317,11.29,1063
1,07/08/2019 14:45,55.92473563,53.83576099,11.07,1.085039359,10.20538335,11.28,1108
1,07/08/2019 14:50,57.14902001,53.58918463,11.09,1.095811411,10.20948756,11.3,1119
1,07/08/2019 14:55,58.38528119,53.34220674,11.08,0.896038821,10.19102738,11.31,915
1,07/08/2019 15:00,59.62861565,53.09489285,11.03,0.519506661,10.20229841,11.32,530.5
1,07/08/2019 15:05,60.87600818,52.88460422,11.04,0.670511236,10.21570464,11.34,684.7
1,07/08/2019 15:10,62.12562224,52.73159147,11.03,1.018448496,10.20354863,11.34,1040
1,07/08/2019 15:15,62.84974459,52.64602875,11.14,0.991028729,10.19077545,11.35,1012
1,07/08/2019 15:20,63.26141512,52.63220269,11.14,0.898976653,10.21429556,11.4,918
1,07/08/2019 15:25,63.48890182,52.6909858,11.18,0.671098802,10.20331326,11.4,685.3
1,07/08/2019 15:30,63.60834707,52.82133957,11.19,0.624191415,10.19457107,11.38,637.4
1,07/08/2019 15:35,63.66459698,53.02120798,11.19,0.52949529,10.18992758,11.4,540.7
1,07/08/2019 15:40,63.68393618,53.28803994,11.18,0.388283489,10.20383491,11.43,396.5
1,07/08/2019 15:45,63.68174143,53.61909898,11.2,0.332660533,10.17772435,11.39,339.7
