reach,date_time,Qi,Qsite,Ci,PAR,Cobs,Temp,P
2,07/08/2019 01:00,51.54202348,64.53822369,,0,11.04784348,10.51,97.3
2,07/08/2019 01:05,50.5980123,64.2694637,,0,11.04214154,10.44,97.3
2,07/08/2019 01:10,49.65400112,64.0007037,,0,11.03667001,10.47,97.3
2,07/08/2019 01:15,48.70998994,63.73194371,,0,11.03105243,10.35,97.3
2,07/08/2019 01:20,47.76597876,63.46318371,,0,11.02569662,10.47,97.3
2,07/08/2019 01:25,46.82196759,63.19442372,,0,11.02057586,10.4,97.3
2,07/08/2019 01:30,45.87795641,62.92566372,,0,11.01601637,10.38,97.3
2,07/08/2019 01:35,44.93394523,62.65690373,,0,11.01215801,10.42,97.3
2,07/08/2019 01:40,43.98993405,62.38814373,,0,11.00886736,10.33,97.3
2,07/08/2019 01:45,43.04592288,62.11938374,,0,11.00629311,10.3,97.3
2,07/08/2019 01:50,42.1019117,61.85062375,,0,11.00431269,10.4,97.3
2,07/08/2019 01:55,41.15790052,61.58186375,,0,11.00280109,10.27,97.3
2,07/08/2019 02:00,40.21388934,61.31310376,,0,11.00174198,10.29,97.3
2,07/08/2019 02:05,39.57195416,60.87991002,,0,11.00099798,10.28,97.3
2,07/08/2019 02:10,38.93001899,60.44671628,,0,11.00059893,10.36,97.3
2,07/08/2019 02:15,38.28808381,60.01352254,,0,11.00051596,10.33,97.3
2,07/08/2019 02:20,37.64614863,59.5803288,,0,11.0011859,10.25,97.3
2,07/08/2019 02:25,37.00421345,59.14713507,,0,11.00219023,10.27,97.3
2,07/08/2019 02:30,36.36227828,58.71394133,,0,11.00344979,10.25,97.3
2,07/08/2019 02:35,35.7203431,58.28074759,,0,11.00540534,10.24,97.3
2,07/08/2019 02:40,35.07840792,57.84755385,,0,11.00785338,10.2,97.3
2,07/08/2019 02:45,34.43647274,57.41436011,,0,11.01097294,10.28,97.3
2,07/08/2019 02:50,33.79453756,56.98116637,,0,11.01457573,10.29,97.3
2,07/08/2019 02:55,33.15260239,56.54797263,,0,11.0187312,10.27,97.3
2,07/08/2019 03:00,32.51066721,56.1147789,,0,11.02329443,10.22,97.3
2,07/08/2019 03:05,32.24470807,55.63531377,,0,11.0279862,10.27,97.3
2,07/08/2019 03:10,31.97874893,55.15584864,,0,11.03288633,10.22,97.3
2,07/08/2019 03:15,31.71278978,54.6763835,,0,11.03792149,10.24,97.3
2,07/08/2019 03:20,31.44683064,54.19691837,,0,11.04278316,10.25,97.3
2,07/08/2019 03:25,31.1808715,53.71745324,,0,11.04731327,10.14,97.3
2,07/08/2019 03:30,30.91491236,53.23798811,,0,11.05184902,10.22,97.3
2,07/08/2019 03:35,30.64895322,52.75852298,,0,11.05654006,10.23,97.3
2,07/08/2019 03:40,30.38299408,52.27905785,,0,11.06139312,10.23,97.3
2,07/08/2019 03:45,30.11703494,51.79959272,,0,11.06624533,10.18,97.3
2,07/08/2019 03:50,29.8510758,51.32012759,,0,11.07104673,10.16,97.3
2,07/08/2019 03:55,29.58511665,50.84066246,,0,11.07603761,10.21,97.3
2,07/08/2019 04:00,29.31915751,50.36119733,,1.76E-05,11.08088711,10.14,97.3
2,07/08/2019 04:05,29.08614239,49.93906941,,0.000123389,11.0856642,10.2,97.3
2,07/08/2019 04:10,28.85312726,49.51694148,,0.000313369,11.09067142,10.21,97.3
2,07/08/2019 04:15,28.62011213,49.09481356,,0.000756981,11.09564882,10.17,97.3
2,07/08/2019 04:20,28.38709701,48.67268563,,0.001378823,11.10030851,10.18,97.3
2,07/08/2019 04:25,28.15408188,48.25055771,,0.002291509,11.10461724,10.16,97.3
2,07/08/2019 04:30,27.92106676,47.82842979,,0.003396134,11.1088799,10.2,97.3
2,07/08/2019 04:35,27.68805163,47.40630186,,0.004562453,11.11294709,10.19,97.3
2,07/08/2019 04:40,27.45503651,46.98417394,,0.006853963,11.11657154,10.12,97.3
2,07/08/2019 04:45,27.22202138,46.56204601,,0.009518576,11.12007154,10.17,97.3
2,07/08/2019 04:50,26.98900625,46.13991809,,0.015404034,11.12340707,10.17,97.3
2,07/08/2019 04:55,26.75599113,45.71779016,,0.01803829,11.12655787,10.15,97.3
2,07/08/2019 05:00,26.522976,45.29566224,,0.021044671,11.12888346,10.21,97.3
2,07/08/2019 05:05,27.67942959,44.92396633,,0.023463487,11.13077451,10.18,97.3
2,07/08/2019 05:10,28.83588318,44.55227043,,0.02421753,11.13177326,10.18,97.3
2,07/08/2019 05:15,29.99233677,44.18057453,,0.031904858,11.13181048,10.19,97.3
2,07/08/2019 05:20,31.14879035,43.80887862,,0.037369226,11.13162417,10.16,97.3
2,07/08/2019 05:25,32.30524394,43.43718272,,0.038661872,11.13083652,10.18,97.3
2,07/08/2019 05:30,33.46169753,43.06548682,,0.046662568,11.128538,10.13,97.3
2,07/08/2019 05:35,34.61815112,42.69379091,,0.047073865,11.12613711,10.18,97.3
2,07/08/2019 05:40,35.7746047,42.32209501,,0.049345788,11.12422373,10.19,97.3
2,07/08/2019 05:45,36.93105829,41.9503991,,0.051372892,11.12306637,10.17,97.3
2,07/08/2019 05:50,38.08751188,41.5787032,,0.050736362,11.12059782,10.15,97.3
2,07/08/2019 05:55,39.24396547,41.2070073,,0.054300932,11.1162118,10.17,97.3
2,07/08/2019 06:00,40.40041905,40.83531139,,0.054281346,11.1117518,10.12,97.3
2,07/08/2019 06:05,41.25145241,40.8267588,,0.057865502,11.10778885,10.18,97.3
2,07/08/2019 06:10,42.10248576,40.8182062,,0.063750959,11.10627403,10.14,97.3
2,07/08/2019 06:15,42.95351912,40.80965361,,0.062987122,11.10483512,10.14,97.3
2,07/08/2019 06:20,43.80455247,40.80110101,,0.066708376,11.10311611,10.14,97.3
2,07/08/2019 06:25,44.65558582,40.79254842,,0.076089854,11.10002451,10.17,97.3
2,07/08/2019 06:30,45.50661918,40.78399583,,0.082553085,11.09360037,10.18,97.3
2,07/08/2019 06:35,46.35765253,40.77544323,,0.09577333,11.08583229,10.19,97.3
2,07/08/2019 06:40,47.20868589,40.76689064,,0.106545381,11.0788024,10.18,97.3
2,07/08/2019 06:45,48.05971924,40.75833804,,0.118198782,11.07501718,10.15,97.3
2,07/08/2019 06:50,48.91075259,40.74978545,,0.143562067,11.07457116,10.13,97.3
2,07/08/2019 06:55,49.76178595,40.74123285,,0.197324396,11.07610375,10.17,97.3
2,07/08/2019 07:00,50.6128193,40.73268026,,0.235124504,11.0760997,10.12,97.3
2,07/08/2019 07:05,51.29925547,40.92771315,,0.212601124,11.07115433,10.21,97.3
2,07/08/2019 07:10,51.98569165,41.12274604,,0.245015205,11.0632994,10.16,97.3
2,07/08/2019 07:15,52.67212782,41.31777893,,0.240314674,11.05721216,10.19,97.3
2,07/08/2019 07:20,53.35856399,41.51281182,,0.248638532,11.05385244,10.14,97.3
2,07/08/2019 07:25,54.04500017,41.70784471,,0.290061966,11.05154308,10.15,97.3
2,07/08/2019 07:30,54.73143634,41.90287761,,0.285263507,11.04892249,10.22,97.3
2,07/08/2019 07:35,55.41787251,42.0979105,,0.406106338,11.04685106,10.17,97.3
2,07/08/2019 07:40,56.10430868,42.29294339,,0.456245341,11.04662191,10.19,97.3
2,07/08/2019 07:45,56.79074486,42.48797628,,0.493164099,11.04463112,10.18,97.3
2,07/08/2019 07:50,57.47718103,42.68300917,,0.533020689,11.0407254,10.23,97.3
2,07/08/2019 07:55,58.1636172,42.87804206,,0.597555069,11.03480222,10.25,97.3
2,07/08/2019 08:00,58.85005337,43.07307495,,0.621743221,11.02979543,10.24,97.3
2,07/08/2019 08:05,58.81313857,43.38735734,,0.642308047,11.02493045,10.27,97.3
2,07/08/2019 08:10,58.77622376,43.70163972,,0.653373881,11.01948149,10.3,97.3
2,07/08/2019 08:15,58.73930895,44.0159221,,0.678835094,11.01610398,10.33,97.3
2,07/08/2019 08:20,58.70239414,44.33020449,,0.699008208,11.01169356,10.28,97.3
2,07/08/2019 08:25,58.66547934,44.64448687,,0.721139877,11.00768071,10.33,97.3
2,07/08/2019 08:30,58.62856453,44.95876925,,0.733282917,11.00108028,10.32,97.3
2,07/08/2019 08:35,58.59164972,45.27305164,,0.74483839,10.99023042,10.38,97.3
2,07/08/2019 08:40,58.55473492,45.58733402,,0.767949337,10.98334697,10.39,97.3
2,07/08/2019 08:45,58.51782011,45.9016164,,0.784401197,10.9825013,10.44,97.2
2,07/08/2019 08:50,58.4809053,46.21589878,,0.792235417,10.98650325,10.45,97.2
2,07/08/2019 08:55,58.44399049,46.53018117,,0.820634461,10.99260163,10.36,97.2
2,07/08/2019 09:00,58.40707569,46.84446355,,0.829447958,10.99873533,10.41,97.2
2,07/08/2019 09:05,58.3697095,47.07678277,,0.825530848,11.00370101,10.44,97.2
2,07/08/2019 09:10,58.3323433,47.30910198,,0.853929893,11.00700347,10.43,97.2
2,07/08/2019 09:15,58.29497711,47.54142119,,0.882328937,11.01056413,10.44,97.2
2,07/08/2019 09:20,58.25761092,47.77374041,,0.90387304,11.0141028,10.62,97.2
2,07/08/2019 09:25,58.22024473,48.00605962,,0.918562201,11.01408365,10.47,97.2
2,07/08/2019 09:30,58.18287854,48.23837884,,0.781659221,11.01255445,10.44,97.2
2,07/08/2019 09:35,58.14551235,48.47069805,,0.875473996,11.01195966,10.62,97.2
2,07/08/2019 09:40,58.10814616,48.70301726,,0.93423064,11.01251541,10.58,97.2
2,07/08/2019 09:45,58.07077997,48.93533648,,0.78733903,11.0127651,10.6,97.2
2,07/08/2019 09:50,58.03341378,49.16765569,,0.727994819,11.01240934,10.62,97.2
2,07/08/2019 09:55,57.99604759,49.39997491,,0.597065431,11.01113258,10.68,97.2
2,07/08/2019 10:00,57.95868139,49.63229412,,0.616357196,11.00521107,10.71,97.2
2,07/08/2019 10:05,57.94458751,49.80054537,,1.086997914,10.99638075,10.79,97.2
2,07/08/2019 10:10,57.93049362,49.96879663,,1.225076027,10.99317565,10.85,97.2
2,07/08/2019 10:15,57.91639974,50.13704788,,1.214303976,10.99256451,10.71,97.2
2,07/08/2019 10:20,57.90230585,50.30529913,,1.296563278,10.99317435,10.81,97.2
2,07/08/2019 10:25,57.88821197,50.47355038,,1.133023952,10.99304995,10.92,97.2
2,07/08/2019 10:30,57.87411808,50.64180164,,0.510301453,10.98715924,10.85,97.2
2,07/08/2019 10:35,57.8600242,50.81005289,,0.769907892,10.97871466,10.85,97.2
2,07/08/2019 10:40,57.84593031,50.97830414,,1.265226401,10.97202994,10.98,97.2
2,07/08/2019 10:45,57.83183642,51.14655539,,1.190801318,10.96355947,10.89,97.2
2,07/08/2019 10:50,57.81774254,51.31480665,,1.067412366,10.9534125,11.03,97.2
2,07/08/2019 10:55,57.80364865,51.4830579,,1.202552647,10.94532192,11.09,97.2
2,07/08/2019 11:00,57.78955477,51.65130915,,1.134003229,10.93802657,11.09,97.2
2,07/08/2019 11:05,57.73802455,51.77582699,,1.227034582,10.93190123,11.18,97.2
2,07/08/2019 11:10,57.68649434,51.90034483,,1.333775819,10.92578896,11.11,97.2
2,07/08/2019 11:15,57.63496412,52.02486267,,1.284811949,10.918044,11.27,97.2
2,07/08/2019 11:20,57.58343391,52.14938051,,1.076225863,10.90843354,11.35,97.2
2,07/08/2019 11:25,57.53190369,52.27389834,,0.896038821,10.89481136,11.34,97.2
2,07/08/2019 11:30,57.48037348,52.39841618,,1.069370921,10.88040308,11.33,97.2
2,07/08/2019 11:35,57.42884326,52.52293402,,0.988090897,10.8687575,11.48,97.2
2,07/08/2019 11:40,57.37731305,52.64745186,,0.972422458,10.85856863,11.46,97.2
2,07/08/2019 11:45,57.32578283,52.7719697,,1.000821503,10.85144982,11.56,97.2
2,07/08/2019 11:50,57.27425262,52.89648754,,0.968505349,10.84432189,11.53,97.2
2,07/08/2019 11:55,57.2227224,53.02100537,,0.711347103,10.83459618,11.64,97.2
2,07/08/2019 12:00,57.17119219,53.14552321,,0.418347305,10.81719375,11.61,97.2
2,07/08/2019 12:05,57.20655731,53.2273989,,0.396803202,10.79375924,11.63,97.2
2,07/08/2019 12:10,57.24192243,53.30927458,,0.371537846,10.77020847,11.65,97.2
2,07/08/2019 12:15,57.27728756,53.39115026,,0.372321267,10.75281797,11.71,97.2
2,07/08/2019 12:20,57.31265268,53.47302595,,0.42118721,10.74031176,11.71,97.2
2,07/08/2019 12:25,57.3480178,53.55490163,,0.480041781,10.73135226,11.77,97.2
2,07/08/2019 12:30,57.38338292,53.63677731,,0.452426159,10.72283079,11.79,97.2
2,07/08/2019 12:35,57.41874805,53.718653,,0.481804481,10.71213443,11.83,97.2
2,07/08/2019 12:40,57.45411317,53.80052868,,0.641818408,10.6971127,11.84,97.2
2,07/08/2019 12:45,57.48947829,53.88240436,,0.831406513,10.68217531,11.9,97.2
2,07/08/2019 12:50,57.52484341,53.96428004,,0.992008006,10.66993525,11.94,97.2
2,07/08/2019 12:55,57.56020854,54.04615573,,1.17121577,10.65879048,12.03,97.2
2,07/08/2019 13:00,57.59557366,54.12803141,,1.185904931,10.64558256,12.05,97.2
2,07/08/2019 13:05,57.36741753,54.19868709,,1.045868263,10.63359406,12.09,97.2
2,07/08/2019 13:10,57.13926141,54.26934278,,0.945002691,10.6212445,12.13,97.2
2,07/08/2019 13:15,56.91110528,54.33999846,,0.892121711,10.60996742,12.2,97.2
2,07/08/2019 13:20,56.68294915,54.41065414,,0.826510126,10.59989492,12.18,97.2
2,07/08/2019 13:25,56.45479303,54.48130983,,0.806924578,10.59056529,12.26,97.2
2,07/08/2019 13:30,56.2266369,54.55196551,,0.875473996,10.58080754,12.25,97.2
2,07/08/2019 13:35,55.99848077,54.62262119,,0.867639776,10.57051137,12.27,97.2
2,07/08/2019 13:40,55.77032465,54.69327688,,0.749538922,10.56228507,12.29,97.2
2,07/08/2019 13:45,55.54216852,54.76393256,,0.641916336,10.55477083,12.29,97.2
2,07/08/2019 13:50,55.31401239,54.83458824,,0.711445031,10.54860967,12.32,97.2
2,07/08/2019 13:55,55.08585627,54.90524393,,0.870577609,10.54400511,12.34,97.2
2,07/08/2019 14:00,54.85770014,54.97589961,,0.65778063,10.54023058,12.39,97.2
2,07/08/2019 14:05,54.61029611,54.97348927,,0.631535995,10.53644995,12.35,97.2
2,07/08/2019 14:10,54.36289208,54.97107893,,0.679226805,10.53200559,12.42,97.2
2,07/08/2019 14:15,54.11548805,54.96866859,,0.758842057,10.5277705,12.46,97.2
2,07/08/2019 14:20,53.86808402,54.96625824,,0.822593016,10.52207375,12.43,97.2
2,07/08/2019 14:25,53.62067999,54.9638479,,0.931292807,10.51277434,12.39,97.2
2,07/08/2019 14:30,53.37327596,54.96143756,,1.03215838,10.50133906,12.4,97.2
2,07/08/2019 14:35,53.12587193,54.95902722,,1.036075489,10.48860433,12.49,97.2
2,07/08/2019 14:40,52.8784679,54.95661688,,1.040971876,10.47332367,12.48,97.2
2,07/08/2019 14:45,52.63106387,54.95420654,,1.085039359,10.45764321,12.53,97.2
2,07/08/2019 14:50,52.38365985,54.9517962,,1.095811411,10.44189482,12.51,97.1
2,07/08/2019 14:55,52.13625582,54.94938586,,0.896038821,10.42581371,12.59,97.1
2,07/08/2019 15:00,51.88885179,54.94697552,,0.519506661,10.40960337,12.54,97.1
2,07/08/2019 15:05,52.40671922,54.88466409,,0.670511236,10.39269605,12.48,97.1
2,07/08/2019 15:10,52.92458666,54.82235267,,1.018448496,10.37572396,12.53,97.1
2,07/08/2019 15:15,53.4424541,54.76004124,,0.991028729,10.36076828,12.58,97.1
2,07/08/2019 15:20,53.96032154,54.69772981,,0.898976653,10.3477048,12.48,97.1
2,07/08/2019 15:25,54.47818898,54.63541839,,0.671098802,10.33711153,12.53,97.1
2,07/08/2019 15:30,54.99605641,54.57310696,,0.624191415,10.32890752,12.57,97.1
2,07/08/2019 15:35,55.51392385,54.51079554,,0.52949529,10.32448891,12.59,97.1
2,07/08/2019 15:40,56.03179129,54.44848411,,0.388283489,10.32408182,12.53,97.1
2,07/08/2019 15:45,56.54965873,54.38617268,,0.332660533,10.32612411,12.64,97.1
2,07/08/2019 15:50,57.06752617,54.32386126,,0.343530512,10.33057729,12.61,97.1
2,07/08/2019 15:55,57.5853936,54.26154983,,0.392004743,10.33814009,12.6,97.1
2,07/08/2019 16:00,58.10326104,54.1992384,,0.530768351,10.34450422,12.57,97.1
2,07/08/2019 16:05,58.33819195,54.27880855,,0.534979244,10.35263074,12.65,97.1
2,07/08/2019 16:10,58.57312286,54.35837869,,0.551822815,10.36692812,12.63,97.1
2,07/08/2019 16:15,58.80805376,54.43794884,,0.538015004,10.38477639,12.49,97.1
2,07/08/2019 16:20,59.04298467,54.51751898,,0.520485938,10.40704593,12.52,97.1
2,07/08/2019 16:25,59.27791558,54.59708912,,0.597359214,10.43312627,12.68,97.1
2,07/08/2019 16:30,59.51284648,54.67665927,,0.538308787,10.46087155,12.58,97.1
2,07/08/2019 16:35,59.74777739,54.75622941,,0.459672812,10.4911821,12.63,97.1
2,07/08/2019 16:40,59.9827083,54.83579955,,0.378099004,10.52461364,12.64,97.1
2,07/08/2019 16:45,60.2176392,54.9153697,,0.298875462,10.55852179,12.65,97.1
2,07/08/2019 16:50,60.45257011,54.99493984,,0.226898574,10.59195112,12.62,97.1
2,07/08/2019 16:55,60.68750102,55.07450998,,0.170492195,10.62391473,12.63,97.1
2,07/08/2019 17:00,60.92243192,55.15408013,,0.142680717,10.65504047,12.68,97.1
2,07/08/2019 17:05,61.03256679,55.27192535,,0.131321099,10.68600063,12.7,97.1
2,07/08/2019 17:10,61.14270166,55.38977057,,0.12867705,10.71705568,12.54,97.1
2,07/08/2019 17:15,61.25283654,55.5076158,,0.117611216,10.74791635,12.7,97.1
2,07/08/2019 17:20,61.36297141,55.62546102,,0.109287358,10.77956849,12.63,97.1
2,07/08/2019 17:25,61.47310628,55.74330624,,0.109776997,10.81161352,12.62,97.1
2,07/08/2019 17:30,61.58324115,55.86115147,,0.120255265,10.84323057,12.59,97.1
2,07/08/2019 17:35,61.69337602,55.97899669,,0.133083799,10.87470022,12.62,97.1
2,07/08/2019 17:40,61.80351089,56.09684191,,0.15727195,10.90623455,12.68,97.2
2,07/08/2019 17:45,61.91364576,56.21468714,,0.165595808,10.93636862,12.57,97.1
2,07/08/2019 17:50,62.02378063,56.33253236,,0.163735181,10.96490796,12.67,97.1
2,07/08/2019 17:55,62.1339155,56.45037758,,0.158936722,10.99188865,12.67,97.1
2,07/08/2019 18:00,62.24405037,56.56822281,,0.153256913,11.01802961,12.68,97.1
2,07/08/2019 18:05,62.32211781,56.68448716,,0.130537677,11.0432034,12.59,97.1
2,07/08/2019 18:10,62.40018524,56.80075152,,0.110364563,11.06694463,12.64,97.1
2,07/08/2019 18:15,62.47825267,56.91701587,,0.100865572,11.08898385,12.49,97.1
2,07/08/2019 18:20,62.5563201,57.03328023,,0.107818442,11.109203,12.59,97.1
2,07/08/2019 18:25,62.63438753,57.14954459,,0.114281673,11.12876593,12.62,97.1
2,07/08/2019 18:30,62.71245497,57.26580894,,0.10830808,11.14680927,12.59,97.1
2,07/08/2019 18:35,62.7905224,57.3820733,,0.103509621,11.16249683,12.59,97.1
2,07/08/2019 18:40,62.86858983,57.49833766,,0.09185622,11.17392314,12.62,97.1
2,07/08/2019 18:45,62.94665726,57.61460201,,0.060519343,11.1826851,12.61,97.2
2,07/08/2019 18:50,63.0247247,57.73086637,,0.051637297,11.19180532,12.54,97.2
2,07/08/2019 18:55,63.10279213,57.84713072,,0.036458498,11.19897406,12.56,97.2
2,07/08/2019 19:00,63.18085956,57.96339508,,0.02538287,11.20515197,12.49,97.2
2,07/08/2019 19:05,63.22113727,58.07053097,,0.023923747,11.21177784,12.46,97.2
2,07/08/2019 19:10,63.26141497,58.17766685,,0.025774581,11.21831956,12.58,97.2
2,07/08/2019 19:15,63.30169268,58.28480274,,0.029858168,11.22466318,12.51,97.2
2,07/08/2019 19:20,63.34197038,58.39193863,,0.032453253,11.23335705,12.49,97.2
2,07/08/2019 19:25,63.38224809,58.49907451,,0.03028905,11.24073809,12.44,97.2
2,07/08/2019 19:30,63.4225258,58.6062104,,0.023669135,11.24639278,12.54,97.2
2,07/08/2019 19:35,63.4628035,58.71334628,,0.020163322,11.25123441,12.52,97.2
2,07/08/2019 19:40,63.50308121,58.82048217,,0.019144873,11.25533541,12.48,97.2
2,07/08/2019 19:45,63.54335891,58.92761806,,0.017715128,11.25893876,12.39,97.2
2,07/08/2019 19:50,63.58363662,59.03475394,,0.015492168,11.26213393,12.45,97.2
2,07/08/2019 19:55,63.62391433,59.14188983,,0.01447372,11.26473913,12.45,97.2
2,07/08/2019 20:00,63.66419203,59.24902572,,0.014816467,11.26651933,12.43,97.2
2,07/08/2019 20:05,63.6836085,59.33987591,,0.014307243,11.26792536,12.41,97.2
2,07/08/2019 20:10,63.70302498,59.43072611,,0.014111387,11.26917679,12.37,97.2
2,07/08/2019 20:15,63.72244145,59.52157631,,0.013827397,11.27004924,12.35,97.2
2,07/08/2019 20:20,63.74185792,59.6124265,,0.012681642,11.27051763,12.27,97.2
2,07/08/2019 20:25,63.76127439,59.7032767,,0.010585989,11.27090518,12.33,97.2
2,07/08/2019 20:30,63.78069087,59.7941269,,0.008255308,11.27126533,12.35,97.2
2,07/08/2019 20:35,63.80010734,59.8849771,,0.006637542,11.27154049,12.34,97.2
2,07/08/2019 20:40,63.81952381,59.97582729,,0.004951227,11.27174132,12.29,97.2
2,07/08/2019 20:45,63.83894028,60.06667749,,0.003823099,11.27226724,12.3,97.2
2,07/08/2019 20:50,63.85835675,60.15752769,,0.002682241,11.27277852,12.2,97.2
2,07/08/2019 20:55,63.87777323,60.24837788,,0.001710798,11.27321937,12.24,97.2
2,07/08/2019 21:00,63.8971897,60.33922808,,0.00101649,11.27346474,12.24,97.2
2,07/08/2019 21:05,63.90870825,60.41256212,,0.000507266,11.27350999,12.23,97.2
2,07/08/2019 21:10,63.92022681,60.48589616,,0.000187042,11.27319143,12.12,97.2
2,07/08/2019 21:15,63.93174537,60.5592302,,1.96E-05,11.27239958,12.15,97.2
2,07/08/2019 21:20,63.94326392,60.63256424,,0,11.27131637,12.12,97.2
2,07/08/2019 21:25,63.95478248,60.70589828,,0,11.27036824,12.14,97.2
2,07/08/2019 21:30,63.96630103,60.77923232,,0,11.26953743,12.01,97.2
2,07/08/2019 21:35,63.97781959,60.85256636,,0,11.2685854,12.1,97.2
2,07/08/2019 21:40,63.98933814,60.9259004,,0,11.26703095,12.06,97.2
2,07/08/2019 21:45,64.0008567,60.99923444,,0,11.26512678,12.06,97.2
2,07/08/2019 21:50,64.01237525,61.07256849,,0,11.26289395,11.96,97.2
2,07/08/2019 21:55,64.02389381,61.14590253,,0,11.26012059,12.07,97.2
2,07/08/2019 22:00,64.03541236,61.21923657,,0,11.25634016,11.97,97.2
2,07/08/2019 22:05,64.0291942,61.27735662,,0,11.25203037,12.04,97.2
2,07/08/2019 22:10,64.02297605,61.33547667,,0,11.24740299,12,97.2
2,07/08/2019 22:15,64.01675789,61.39359673,,0,11.24281792,11.95,97.2
2,07/08/2019 22:20,64.01053973,61.45171678,,0,11.23791725,11.89,97.2
2,07/08/2019 22:25,64.00432157,61.50983683,,0,11.23303049,11.95,97.2
2,07/08/2019 22:30,63.99810341,61.56795688,,0,11.2282264,11.89,97.2
2,07/08/2019 22:35,63.99188526,61.62607694,,0,11.22316295,11.9,97.2
2,07/08/2019 22:40,63.9856671,61.68419699,,0,11.21819002,11.96,97.2
2,07/08/2019 22:45,63.97944894,61.74231704,,0,11.21355957,11.79,97.2
2,07/08/2019 22:50,63.97323078,61.8004371,,0,11.2091732,11.89,97.2
2,07/08/2019 22:55,63.96701262,61.85855715,,0,11.20513649,11.8,97.2
2,07/08/2019 23:00,63.96079446,61.9166772,,0,11.20099035,11.82,97.2
2,07/08/2019 23:05,62.76735214,61.9589049,,0,11.19661661,11.83,97.2
2,07/08/2019 23:10,61.57390981,62.00113259,,0,11.19204296,11.78,97.2
2,07/08/2019 23:15,60.38046749,62.04336028,,0,11.1873786,11.78,97.2
2,07/08/2019 23:20,59.18702516,62.08558798,,0,11.18279267,11.73,97.2
2,07/08/2019 23:25,57.99358284,62.12781567,,0,11.1781702,11.71,97.3
2,07/08/2019 23:30,56.80014051,62.17004336,,0,11.1733678,11.67,97.2
2,07/08/2019 23:35,55.60669819,62.21227106,,0,11.16851549,11.7,97.2
2,07/08/2019 23:40,54.41325586,62.25449875,,0,11.16327804,11.6,97.2
2,07/08/2019 23:45,53.21981354,62.29672645,,0,11.15808302,11.61,97.2
2,07/08/2019 23:50,52.02637121,62.33895414,,0,11.15292773,11.63,97.2
2,07/08/2019 23:55,50.83292889,62.38118183,,0,11.14808185,11.58,97.3
